batch_id,linea_produzione,temperatura_forno,pressione_estrusione,velocita_nastro,umidita_ambiente,tipo_materiale,tempo_ciclo_produzione,peso_campione,difettosita,costo_produzione
52,A,264.97260953518617,188.58395261523188,16.30643500888236,42.6,Polimero B,38.7,521.5,0.0,174.1621754854465
53,B,258.21822194966785,184.65234266617355,12.088454745105816,31.7,Polimero C,54.4,458.0,0.0,742.2947332613468
54,A,245.7369303694323,157.4167021885796,12.385832118620776,51.4,Polimero C,59.0,599.6,0.16522935962047725,1675.7909184831421
55,B,206.50822395250896,166.78237241048276,17.670657047038414,40.6,Polimero A,31.6,499.5,1.6898891092300672,-196.9917868244221
56,C,232.80694335255555,197.16284190883985,14.574795381305842,57.6,Polimero B,46.3,490.2,-0.0,510.00583923000625
57,C,287.91515216300456,170.81272456843183,16.998568201782348,66.0,Polimero C,44.6,576.0,-0.028704840498111617,658.7992851952282
58,A,250.43403866453022,161.72050519071158,16.678566480873187,39.1,Polimero B,34.4,560.4,-0.0,751.1612225160346
59,C,298.75706095309835,224.65281467375675,14.685890825576612,37.3,Polimero C,47.6,488.1,0.9660821308302673,-565.8868103680239
60,C,232.84448034180798,212.06365072334063,15.925469595469334,52.5,Polimero A,33.3,441.2,0.0,417.12299890317894
61,B,255.60326507523996,177.01032120682257,15.3548824582201,46.0,Polimero C,48.8,411.8,-0.0,370.5730689747014
62,A,243.14066595706228,158.13046823081368,11.64937799918835,48.7,Polimero A,66.7,447.6,1.8735481597267374,454.6140568393308
63,B,254.49488630426302,193.36609745248774,16.098489344606612,58.3,Polimero A,43.0,516.1,0.0,1059.41790568497
64,B,273.00339110773507,171.63916024808344,12.924768920578758,42.3,Polimero C,44.1,492.6,0.0,-97.54840580383207
65,B,276.92775383345236,198.98704370539872,11.612616893101801,34.3,Polimero C,59.2,453.2,-0.0,-988.05695089393
66,B,274.6328818148283,169.5115664772868,18.119633257975057,32.7,Polimero A,57.6,480.4,0.0,1024.6780020816236
67,B,253.778797366164,215.56929894885116,13.355768583072603,43.2,Polimero B,38.8,585.8,0.0,-66.1385439638068
68,B,248.51157470204632,171.76078051478308,18.299868289223465,41.5,Polimero B,51.9,556.0,0.7778122304313538,132.21371549998153
69,B,213.10978741601178,230.9693923631429,17.972951093368028,53.6,Polimero A,15.5,587.6,0.6630177844568559,400.2606353689096
70,A,268.36758817039566,182.3106526733804,13.196810049189123,58.9,Polimero A,35.0,465.5,-0.0,361.1427987342025
71,C,261.27041298466673,207.49838955919324,18.34660717149323,58.9,Polimero C,55.7,540.3,-1.306417116578635,252.63338822950928
72,B,252.4828434579317,168.80457062246623,14.331900273329378,38.0,Polimero C,39.9,535.2,0.0,557.6428686428827
73,B,250.61960776678396,159.03937978685434,14.9209267218313,37.0,Polimero A,43.0,573.4,-0.25893021764740354,1163.5175222313933
74,B,252.7455394118337,133.91980597000165,16.551833066046346,26.9,Polimero A,35.8,500.6,0.11453884977644191,348.2432355311626
75,B,235.79857322647243,208.04587161247005,21.156107747670728,45.0,Polimero B,34.2,460.9,1.2604108632593032,516.7796385517659
76,B,227.14652629760167,183.48223506939732,17.830462409270627,53.8,Polimero B,20.0,454.9,0.0,-411.90506548485297
77,B,604.4994926696103,154.8310815509295,14.86012667068398,37.9,Polimero B,41.4,499.3,0.08242037577618533,921.7047498212336
78,C,274.89396752782966,206.51170294049783,15.097399796138276,30.2,Polimero A,49.7,503.9,0.0,160.817951928622
79,C,229.2846441684271,204.15198247679766,10.012118075539682,63.9,Polimero A,47.5,513.6,0.0,203.6886191787019
80,B,242.55245588395968,210.1311241548898,18.032300054806463,37.9,Polimero B,36.7,430.2,0.0,82.79002086496222
81,C,228.67868278728835,152.85387788183056,18.141600709920134,43.9,Polimero B,30.7,564.7,-0.30728611081966006,254.90556774718803
82,A,251.69748829765422,203.87659754474066,16.129766445141815,40.3,Polimero C,41.3,432.4,0.0,453.3989125086195
83,B,247.50834989035403,189.57601085539466,16.835279222494407,31.7,Polimero C,31.7,564.5,0.0,2281.738227754441
84,A,244.45729402727022,206.29218702018764,8.824541032194395,54.0,Polimero A,37.3,483.9,0.0,-425.1474532743677
85,A,211.09850893953706,191.40858218492795,12.0155628490551,27.5,Polimero C,46.3,592.3,0.0,523.830625558472
86,B,199.48692967387836,185.6333575158633,20.8485352949346,56.2,Polimero A,36.3,412.7,1.516105163075173,339.9557583891549
87,C,248.81917293747776,206.06577554959105,14.729680211798868,47.7,Polimero A,57.9,558.8,0.0,444.54618839333307
88,A,243.09986486182382,195.8590905752453,17.237691612357025,42.3,Polimero A,34.5,448.5,-0.0,241.0816630924802
89,B,273.3982579953211,199.58524422815088,13.043723488683613,42.5,Polimero B,39.0,444.9,0.0,799.3568419665374
90,A,275.50232918157747,172.58871593517995,13.773709154155231,49.5,Polimero C,53.5,582.8,0.0,994.7241372240721
91,A,251.39631201055437,176.24651249696902,20.564596732545564,38.6,Polimero C,51.9,537.6,1.0495653996435172,59.15374082769619
92,A,352.7322093008216,143.48612313215855,14.518435792679869,46.8,Polimero C,50.2,426.1,-2.0941004352406667,903.0644347109053
93,A,277.72660111795415,171.0916922461002,16.622066549255138,36.1,Polimero C,38.6,510.1,0.0,820.7569187182839
94,C,245.10016466372073,197.41183521869596,15.747493633313587,23.5,Polimero B,50.8,570.2,0.0,656.951902819347
95,A,222.07132303775316,189.18360960694508,15.284701081653173,51.2,Polimero C,52.9,527.9,0.0,626.0546932071642
96,A,205.53782614138615,165.459468604366,15.73842990906052,69.4,Polimero C,49.4,501.5,0.0,1182.1334226359627
97,A,273.65964110720086,204.5123020400866,9.555202893003052,50.7,Polimero B,44.7,557.5,-0.02538705172147182,-507.7777518995403
98,C,291.9724992064633,241.07772141901597,16.823376782950394,44.5,Polimero C,50.8,518.4,-0.000590287318264382,204.00599385723876
99,A,183.49738900168902,165.8975502525711,13.568244339464963,41.0,Polimero C,44.2,417.0,0.0,679.533898169483
100,A,216.68097072005216,177.68734147043432,20.07614166819138,41.3,Polimero B,49.0,504.8,1.7456986200205264,500.199251327196
101,C,283.8977244227909,168.12153982966083,12.929691829614622,41.0,Polimero B,45.7,524.2,0.0,835.0890819232586
102,C,243.56792180112632,175.2178877863342,13.991782210990607,47.0,Polimero B,29.9,511.1,0.0,767.1913418869426
103,C,268.63082783694205,189.6071077114566,22.147673992801536,21.1,Polimero B,39.2,479.8,-0.08042709188771258,869.5520099256548
104,A,253.8448213519168,167.84089101218646,17.305744809937664,19.4,Polimero A,65.8,522.9,-0.0,592.6222937301492
105,C,279.9492038192572,171.65292757004488,11.93930208325543,49.5,Polimero B,25.6,509.2,0.0,841.491768197345
106,C,245.88609171602212,184.80821087698533,15.318445182498252,43.0,Polimero C,60.5,400.4,-0.0,300.4781049175549
107,A,235.2827940551077,189.5230549973802,11.206804858097662,35.1,Polimero C,51.3,433.7,0.0,10.152990249931252
108,C,281.1448789808816,208.74127665528385,15.838006241923527,34.9,Polimero C,45.3,515.5,0.0,427.75064671367096
109,A,256.8199419325809,178.54877123427937,12.328479392953154,39.4,Polimero C,28.2,537.3,0.0,-192.46708095381524
110,B,265.17007910318705,169.1444241934491,20.28002216093157,40.8,Polimero A,45.0,461.1,0.5753648412388429,977.6479550621436
111,C,267.0324385694304,195.52584382910757,16.036945223570548,59.2,Polimero A,37.5,536.9,-0.0,615.7721858933946
112,B,223.92755506168612,187.0045431891189,16.696959613010964,34.3,Polimero A,56.9,525.0,0.0,522.5992455706618
113,A,278.4770752660244,176.35673313664947,17.36656197616596,52.6,Polimero C,38.3,490.5,0.4431754776108896,1029.8573920800798
114,C,245.12283390264872,196.50271972652965,17.544443469103793,50.9,Polimero C,42.2,521.3,2.6046285633251802,328.8003382839499
115,A,251.00838671760314,173.2572376240127,13.30584670791541,42.9,Polimero B,47.5,520.2,0.0,967.6023229087499
116,B,286.2441231315676,171.34367073108118,15.000392393647228,52.6,Polimero B,38.6,543.8,0.714310234661734,819.2560352879118
117,A,205.6975960130819,140.07170090707606,13.642631880357445,49.4,Polimero C,54.6,546.2,1.2547736370998772,1546.3207524068173
118,C,304.8855348676598,170.66853446683635,21.572719048448747,32.4,Polimero B,42.0,447.9,0.11709913302253006,-24.667420686809734
119,C,245.27180240135365,147.64703999755469,7.674709487233579,39.1,Polimero B,26.2,463.4,1.686217469639391,240.53407537994116
120,B,200.0839998655137,169.57260772068634,12.874359875974418,48.9,Polimero C,46.5,573.8,0.0,1902.6768343242502
121,A,299.15242881158923,195.04875073789853,14.612946399469031,39.0,Polimero A,53.1,544.1,0.4897663027206651,1853.6816744110315
122,C,228.69060803202677,149.73983118685933,15.684255920116955,51.1,Polimero C,59.4,531.9,-0.02375721484376192,1477.6176658058105
123,B,261.92679704331266,178.7240220322116,15.293599170035929,56.6,Polimero C,50.5,539.7,0.0,54.540967653113995
124,C,258.442958379618,176.1601239819299,14.897611906579568,44.7,Polimero B,56.5,556.9,0.0,202.97424372925704
125,C,281.40707037244414,176.28908425111857,14.41264397883669,38.9,Polimero B,49.9,506.7,0.0,168.98676562679398
126,A,268.1743083981407,172.47873146527292,15.86622215400195,37.8,Polimero C,35.4,481.0,0.0,-272.44036651661474
127,C,241.83568210805666,185.1149688760294,16.82339422121081,41.4,Polimero A,37.2,528.1,0.0,244.91329826702056
128,A,259.6818004464983,191.42462616591206,21.282370235594247,40.7,Polimero C,22.0,498.7,0.9665484400922421,361.8554516061818
129,C,238.82935193109705,179.6382152069435,20.256211366943745,53.6,Polimero A,42.8,577.5,0.4632908820798367,774.6780751633104
130,B,243.83097215551237,171.33962057095636,16.351219812176478,39.1,Polimero A,51.5,576.7,0.0,-974.9364184450272
131,C,287.07945914637895,196.77962688141525,13.795480657333584,43.2,Polimero C,29.2,544.5,1.9329005383911344,655.5948616008117
132,A,416.8175431816294,156.98204351968184,13.778949710869101,52.8,Polimero C,57.9,436.2,0.9631218056946865,776.615575215792
133,A,252.74432207563873,192.78569545860748,10.446509211657547,41.7,Polimero C,44.0,445.2,0.0,1055.045758992036
134,B,255.85542581212337,187.23959322265972,17.788259501622026,40.6,Polimero A,36.0,434.2,0.0,-287.9520649466455
135,C,273.8821080445547,182.27501959752425,14.799976212963205,53.7,Polimero B,29.2,509.3,0.0,783.1812917272642
136,C,213.36282409457812,179.05832493151223,16.406096705545608,56.6,Polimero A,61.6,546.2,0.0,1946.6781513139474
137,B,263.7483571483057,142.59239972365432,15.941609458993208,45.4,Polimero A,56.8,484.6,1.560560786192733,1312.602392288073
138,C,574.6886620418976,208.98501549573575,12.73346317459549,61.6,Polimero A,41.0,467.7,1.976525250936469,1011.4238505561777
139,C,288.3744567034215,195.2841728562227,13.10026998755951,46.7,Polimero B,54.3,505.2,0.41360218505557367,1111.6621656229215
140,A,245.30402756777224,161.5503845209597,13.98682544689467,53.8,Polimero A,42.9,460.8,0.0,1248.4386044061034
141,C,252.03347226047737,196.43145255075132,15.901855015995258,64.6,Polimero A,39.0,513.3,0.0,1759.7909880255286
142,C,235.5996899299172,181.923001190233,14.716883008659218,38.7,Polimero A,38.5,487.8,0.0,704.642857726236
143,B,268.4837711935777,168.42704817230418,9.886562658920436,39.8,Polimero B,42.7,467.1,-0.0,232.85692666736097
144,B,287.1427108837368,203.62926169744668,12.29354652389383,53.0,Polimero A,41.0,505.8,0.2925329605806224,2118.4225254437456
145,A,522.9354608966199,171.54860575295794,14.075813690470406,43.4,Polimero B,45.6,544.4,0.0,-16.149254016788692
146,C,243.01407073115257,206.03351633103097,14.836315383174087,35.6,Polimero B,61.1,424.0,0.0,402.575245304013
147,C,231.65947158199273,190.42733754349962,16.52802758333887,41.5,Polimero C,67.8,508.4,0.0,465.8613859133142
148,C,260.15410266495496,199.16252301541564,15.29570700808435,30.9,Polimero C,33.0,395.1,0.0,947.7164080261188
149,A,228.24011690878143,195.35097360501996,13.445944732873366,45.2,Polimero C,49.6,487.3,0.0,247.87610528818416
150,A,209.578659712448,190.79002741377744,13.204056695583358,46.6,Polimero B,47.1,534.8,0.0,1184.5423560805207
151,B,279.8618777680636,186.99325494051232,15.970968086765167,55.8,Polimero C,50.3,551.1,0.5134210836408242,1132.753142749785
152,A,224.34800033756295,168.3455775539987,16.007236821841435,56.8,Polimero C,40.5,473.8,0.0,-329.7674776180132
153,C,240.3580048550816,178.64587467105275,14.627666295965897,41.8,Polimero C,50.4,473.2,0.0,-70.44688601315802
154,C,257.558870696209,197.71404779221834,11.54464326300063,66.1,Polimero B,31.2,488.5,0.0,-364.6350202963419
155,A,293.1449442040474,197.24972751024245,14.645308353398466,34.3,Polimero A,78.8,444.9,0.3003918685810687,-56.80593615534138
156,C,255.64319763518498,190.36443969471085,13.208994235502201,31.0,Polimero C,47.9,508.1,-0.0,145.77330824456456
157,C,219.0944950932014,137.86580385418023,15.269584510486876,32.6,Polimero C,52.3,449.9,1.2281831863367292,945.8022305166346
158,A,235.69995252716032,177.2092651263607,20.24699491931394,33.3,Polimero C,33.8,527.8,2.6373256411052353,681.5505242339696
159,A,229.95029346688978,175.7481523005647,10.78320020253334,52.6,Polimero C,38.0,464.2,0.0,1482.9683930318615
160,C,240.57622531711863,157.8408972508439,18.25205367895171,61.8,Polimero B,30.3,484.0,0.13254231060974442,710.0350316531024
161,C,287.9221387204751,197.54007656901513,16.05510740171975,62.2,Polimero A,59.6,525.0,1.8017048191153568,548.9827578655621
162,C,195.1160280907593,134.7438529635955,18.40696979970716,26.2,Polimero A,33.9,531.8,2.390685872230838,821.4649765157973
163,B,253.55285586626093,196.7946844896592,13.786005069353557,53.6,Polimero C,43.1,529.5,0.0,112.02084939220028
164,B,241.47896349627104,205.83301053191374,10.365083577792952,60.3,Polimero A,43.6,513.2,-0.0,34.10204092349742
165,B,215.8029915506365,173.77459188788984,15.094319532825304,55.0,Polimero C,49.7,445.7,-0.0,246.00206269932463
166,A,260.73318926705,178.0868095253609,19.512037224977615,38.7,Polimero C,32.1,498.4,2.81373170884223,-330.14768715092157
167,B,218.64561174138996,198.56005328346495,11.606108591789676,46.7,Polimero A,53.6,491.3,0.0,-805.3622808046437
168,A,219.15620950723496,165.04040613249902,11.79109884019349,35.5,Polimero A,57.4,479.0,-0.0,600.8083623898119
169,A,269.86357621052804,192.63856988913554,16.756259823300883,52.5,Polimero B,38.4,503.7,0.0,817.3502453436588
170,B,285.3390453578641,162.49948081071238,13.381210329448814,30.4,Polimero C,44.6,456.9,0.43215060729120625,764.016966801823
171,B,257.7569868730352,156.04994568023116,20.576620050760496,51.9,Polimero A,51.3,498.3,0.32076840165390774,1039.1113519321373
172,B,216.03922622962915,188.46272914236283,16.845590976693572,37.9,Polimero B,47.6,485.0,0.0,-83.63446883729954
173,C,243.50394306257257,178.42484669081415,12.70885816425246,48.6,Polimero A,35.0,477.1,0.0,727.2007626418381
174,B,276.70179407495874,149.1815424001281,13.364892766599885,42.5,Polimero A,52.0,444.2,0.06773603337316236,-515.1791106899386
175,C,529.8850850978981,210.44758076006855,13.23119529355797,41.4,Polimero C,60.1,442.9,-0.0,806.6080840165694
176,A,241.02510517568413,174.69173533508825,15.030390078170335,54.5,Polimero B,60.1,567.1,0.0,1507.9035947881368
177,C,256.5258747492695,190.7086383663798,15.599312936764694,60.3,Polimero C,50.8,505.7,0.0,565.4029391566099
178,B,253.25047424111168,211.53391442265587,15.62923567932837,36.4,Polimero A,52.7,590.6,0.0,-53.29538724444988
179,A,285.4913601703013,183.9175026237048,11.720294082331813,46.9,Polimero B,41.1,593.1,0.9114732504357106,805.2921935938995
180,A,238.31139552301923,209.02628680127543,18.036397165432543,34.1,Polimero C,35.8,561.5,0.0,-397.9595826944772
181,A,224.87953415124792,164.90678241618556,13.926665597821817,40.4,Polimero B,44.3,435.9,-0.0,-146.51190685919656
182,C,214.3710955172315,206.37139460963155,12.023135086206777,37.7,Polimero A,67.6,570.6,0.0,1112.8110082685746
183,B,225.89063133194637,165.4672290342923,14.055739177844531,32.4,Polimero B,39.7,493.7,0.0,1092.9105875873545
184,A,227.31313580862738,166.93915009444498,17.836827814449066,55.6,Polimero A,49.3,486.1,-0.0,1261.277771037066
185,A,253.29701735957372,151.5525615777539,15.58322165258923,46.0,Polimero C,48.8,479.0,1.4858550070608536,809.4708492367319
186,A,263.51849083901186,187.06200197398798,16.30645765785246,39.5,Polimero A,41.3,482.5,0.0,-65.37105192776649
187,C,228.81147263845807,195.53384617224373,11.519947013148753,44.4,Polimero A,59.8,520.0,-0.0,981.8808750515948
188,C,265.39673828541396,195.77800426104696,15.326739208173729,57.0,Polimero B,60.9,615.0,0.0,476.4821119166296
189,B,298.00212220179407,151.13036328424974,17.948796915382626,55.3,Polimero B,71.7,418.0,3.599675325180168,1392.2430134709066
190,C,262.24030297006635,187.5888060520943,9.381049784850584,50.6,Polimero C,37.0,597.2,0.0,877.1722755413155
191,A,194.71355395246252,190.34678647853002,13.933295746975693,38.3,Polimero B,49.1,575.5,0.0,738.4295874483915
192,B,292.5893627337072,193.88643930850225,16.62676833657042,46.2,Polimero C,45.9,491.1,1.2976010473604207,744.6357321173595
193,A,272.50270763065754,164.46713203154863,15.730203549508383,34.1,Polimero A,38.1,475.1,0.0,681.9840929977927
194,A,303.04516574121993,126.15043111594247,11.904499197231655,44.1,Polimero A,38.3,432.6,1.965051669455546,-826.3350772588732
195,C,264.56292161846704,189.20117312815398,16.269629120134155,54.8,Polimero B,46.7,454.6,0.0,236.0123847788057
196,B,294.7227982668252,177.55343761591055,12.011469341724853,56.6,Polimero A,40.3,469.6,1.780228351404155,1622.733351918997
197,C,245.53254351959015,183.2230030289861,11.971510146085075,38.6,Polimero A,35.2,494.8,0.0,597.9789806022997
198,C,232.6894765180657,177.03582158612218,12.707221535382049,53.3,Polimero C,46.2,498.5,0.0,730.4201909095844
199,B,235.8113184939398,184.24333035023332,19.78867951949384,51.3,Polimero B,33.9,538.1,0.7144031960604464,-504.5494483192656
200,A,378.8491369218414,198.87845589849672,9.817780907663822,42.6,Polimero C,40.3,532.6,0.0,-545.6905369088813
201,A,247.2521934453772,143.14624690056846,10.481243229637764,52.5,Polimero A,48.6,511.9,0.621281204229835,742.3324504037452
202,B,180.03776850832432,204.2487899669919,15.638937349344424,57.3,Polimero A,43.6,497.8,-0.0,348.5974447851419
203,A,258.0085981883485,177.4152870601635,15.386232372345717,53.5,Polimero A,42.4,557.2,0.0,1595.5114856103887
204,B,285.18356181449064,207.62650075470958,13.563482953761152,34.5,Polimero B,63.1,542.0,1.990457143526445,1106.41701884203
205,B,247.25733818202855,169.9961149151706,15.047839539041846,42.2,Polimero A,59.0,522.2,0.0,1187.9746305754397
206,C,280.08413866542213,163.94496592942326,11.82186649545574,49.0,Polimero A,45.8,479.7,3.2711989791603626,408.42289366830585
207,B,242.51268381011616,180.47560439342575,15.2905478074549,37.0,Polimero C,34.9,555.3,0.0,943.8075662787047
208,C,282.152125638529,186.33904259161096,15.459996710439981,60.6,Polimero B,53.1,541.7,0.0,675.9250520065092
209,A,233.77870877903132,173.65318718650715,18.403448088269798,48.1,Polimero A,70.3,487.7,0.4982541002310171,811.3695250513556
210,A,288.73280413783505,190.97534527830243,20.793436395471563,40.5,Polimero C,58.6,404.1,0.01085767653823444,-912.4580782074462
211,A,250.41194289775626,170.31622121849708,14.215585101182167,39.8,Polimero A,32.0,504.8,0.0,-292.9391769016941
212,A,233.64047035736988,180.90409287930188,10.995347996128002,38.0,Polimero C,43.0,465.4,-0.0,848.6961590855849
213,C,188.25568392713691,224.61492506931273,16.301538028217042,52.1,Polimero A,37.7,535.9,0.0,675.7246532590464
214,A,245.34326223343382,187.42809237725723,14.463223878039623,53.2,Polimero B,35.7,510.8,0.0,840.725312285098
215,B,255.25993032727217,189.7111497497225,14.959940577930476,38.4,Polimero B,56.4,416.4,0.0,1120.903024249754
216,B,264.5456158328227,150.9765442322365,10.936045771087365,59.7,Polimero C,56.1,514.7,1.663054525700244,1585.5047139302824
217,B,267.12170703825683,207.86562213177868,15.7107384478103,41.1,Polimero A,62.8,585.8,0.4758595511041771,1273.4265032760518
218,C,292.60002513134435,203.5380735920092,16.69426146851913,37.0,Polimero B,51.8,492.4,1.116407734185428,16.064997045279878
219,A,285.7932777206674,162.3804237399299,18.240747708688417,49.8,Polimero A,44.6,499.6,1.793062633133824,456.66119345384925
220,A,238.2414063960428,202.3085237746623,13.437953218808218,33.0,Polimero B,46.9,482.8,0.0,275.0506889266641
221,A,250.3590317828289,184.49576103717814,11.938451543012814,31.3,Polimero C,35.9,503.6,0.0,869.0085701139924
222,C,271.3461786445769,179.60731777485097,13.196907748560704,35.5,Polimero B,58.7,577.0,0.0,727.9511208782795
223,B,269.0687901163556,206.0436572870129,17.59988945524292,37.1,Polimero A,37.6,552.8,0.0,-197.86176591055636
224,B,297.0055562590919,170.62769023245622,19.557125514361296,52.5,Polimero A,40.9,471.2,1.282723086506924,253.31851170229817
225,A,312.1688269025929,166.66460123378366,18.475737716850958,32.0,Polimero A,42.0,496.4,0.7675771551562927,1230.3614998562782
226,B,306.9267394772984,182.29815669859946,16.7049801991708,48.7,Polimero C,14.3,499.6,0.9691798963481275,-455.8472088371175
227,B,263.3151331280646,193.88240738011214,14.35438199220088,53.4,Polimero C,53.7,520.6,0.07374484611538068,1357.5914299374945
228,C,257.78617167489307,198.45916665361187,16.08547153251559,59.4,Polimero A,35.5,521.5,0.0,1506.306535799394
229,C,278.64222120631376,175.55235624063934,15.957699779952504,40.1,Polimero A,51.9,495.2,1.5754851338723281,155.24788621836808
