user_id,age,primary_genre,mood_category,favorite_playlist_type,daily_listening_hours,unique_tracks_per_week,skipped_track_percentage,premium_likelihood,music_discovery_score
50397,25,Jazz,Melancholic,Study,2.9,13.555231210345918,21.4,0,2.5
11016,48,Country,Relaxed,Sleep,2.1,-3.237617207949242,40.6,0,0.98
99789,30,Classical,Party,Commute,2.1,113.55168821800159,28.7,0,0.94
65591,23,Hip Hop,Romantic,Sleep,0.9,154.05877046225734,37.5,0,4.082958967001579
99812,46,R&B,Energetic,Sleep,2.6,70.41133826525623,48.9,0,5.11
33247,29,Jazz,Melancholic,Study,5.0510695364196225,56.876281785560174,28.4,0,-0.05
34300,26,Pop,Melancholic,Party,3.2,60.5878244190223,44.7,0,6.683705228899025
84065,47,R&B,Energetic,Study,2.8,197.73062435118447,53.3,0,3.35
92798,59,Hip Hop,Energetic,Party,2.9,108.1795431654053,40.9,0,-1.0492234218981868
19268,28,R&B,Relaxed,Commute,5.0,200.71431557988,45.5,1,7.29
96807,22,Country,Romantic,Study,2.4,104.54979441355512,41.0,0,2.96
22185,22,Rock,Melancholic,Study,3.6,210.07343489943275,35.2,1,9.736837068422197
73704,41,R&B,Party,Workout,5.6,186.4778815867233,47.6,1,2.9
96779,26,Jazz,Relaxed,Study,4.5,89.48179428983899,59.1,1,2.47
49099,15,Pop,Relaxed,Workout,4.2,111.20883481264855,47.8,1,4.118805737249049
18571,57,Hip Hop,Party,Party,2.0,83.03963715095807,32.1,0,5.49900653915361
48044,54,Country,Party,Party,2.8,6.73024113599179,32.5,0,1.48
61214,56,Rock,Party,Party,0.5,198.20444254765468,33.0,0,-1.3746696497455815
71228,25,Rock,Energetic,Workout,3.2,37.50716744524223,49.2,0,8.507012876539319
58984,53,Pop,Melancholic,Party,2.9,9.17327198361049,27.1,0,4.639301793504131
50774,57,Electronic,Energetic,Sleep,2.5,22.01195855497123,19.6,0,1.471768317917827
12568,45,Country,Melancholic,Study,4.0,186.68533971942082,42.0,1,7.39
72592,31,Country,Energetic,Workout,0.7,106.74924257332651,35.3,0,2.67
77563,47,Classical,Romantic,Party,5.0,94.34511893318233,57.2,0,2.16
12695,46,Pop,Melancholic,Sleep,3.9,154.10726344227479,1.2,1,0.6440382801453273
58190,43,Rock,Relaxed,Study,2.4,105.88940657596828,38.1,0,2.5963879514138144
15258,35,Rock,Melancholic,Study,2.3,60.37888624832768,28.9,0,-0.05753291161950911
97538,35,R&B,Melancholic,Party,3.2,81.34429805147556,47.2,1,3.18
49504,54,Pop,Melancholic,Sleep,4.8,117.23986294216502,30.8,0,5.328781855849256
43159,37,Electronic,Romantic,Workout,2.7,114.4665931087836,26.4,0,5.5497763273424265
23986,20,Classical,Energetic,Party,2.7,79.00751458939146,49.0,0,3.1
71858,36,Hip Hop,Relaxed,Study,2.5,85.79060021313867,54.2,0,2.1202377430381274
22666,64,Pop,Energetic,Study,5.2,136.1078847024935,33.5,1,1.8965153450528678
48660,52,Classical,Energetic,Study,1.9,67.58148669329918,33.8,0,2.99
13561,51,Country,Party,Party,2.5,153.8457454977884,54.1,0,3.17
36854,59,Classical,Romantic,Commute,4.7,166.71707515938792,52.4,1,5.67
74505,22,R&B,Party,Commute,2.7,27.111218080604743,50.5,0,1.85
62251,55,Jazz,Romantic,Commute,4.2,101.2093942027126,29.0,1,2.17
32662,63,Rock,Energetic,Sleep,1.1,175.78676930241176,25.1,0,6.642789529932719
18392,49,R&B,Energetic,Party,2.2,130.51718334069108,59.5,0,1.72
40535,25,Hip Hop,Romantic,Study,4.7,178.59966599390577,44.1,1,4.80059198788572
88603,38,Pop,Energetic,Sleep,1.5,172.2063456343614,23.9,0,24.044813300910512
62256,63,R&B,Energetic,Commute,2.3,152.01505026828823,33.4,0,5.13
99135,35,Rock,Relaxed,Workout,2.9,152.75604396691762,36.3,0,0.5119877351921586
45222,16,Jazz,Party,Sleep,1.0,82.80027514142431,33.4,0,2.46
87373,54,R&B,Party,Sleep,1.9,126.30766692642788,30.6,0,6.04
89575,33,Jazz,Party,Party,2.7,67.22007491153737,53.5,0,1.39
94651,53,R&B,Melancholic,Sleep,2.6,4.893409997145291,42.9,0,2.24
73335,42,Rock,Relaxed,Party,4.4,152.52480096142756,68.8,1,7.267177047088216
20965,31,Electronic,Party,Workout,4.8,71.39278981806987,54.3,0,0.8977966773449655
34538,20,Classical,Party,Study,1.2,112.82308078079396,37.0,0,4.7
80592,33,Pop,Relaxed,Study,2.7,117.63692098159717,56.3,0,-11.61099017995642
18110,52,Pop,Energetic,Commute,3.5,82.62079644824318,40.3,0,0.22778076726574578
89309,42,Pop,Party,Commute,4.8,103.95482485924319,71.3,0,3.953865635869807
37266,16,Rock,Energetic,Workout,3.6,161.67304753333138,30.3,1,0.2549785637744498
62992,52,Country,Party,Study,2.9,70.09571270496167,41.8,0,0.66
92948,51,Electronic,Romantic,Commute,3.5,144.85087599629745,26.0,1,-4.152039310733132
16910,18,Hip Hop,Melancholic,Sleep,3.5,81.36241568328605,29.3,1,-0.4011783451900609
10206,36,Jazz,Party,Party,1.1,24.898631827274833,29.9,0,2.25
97054,40,Rock,Romantic,Commute,2.8,45.984847583855306,53.5,0,0.8594825900204818
97897,63,Country,Relaxed,Workout,4.7,153.67054283314783,38.1,1,6.06
33419,57,Hip Hop,Romantic,Study,2.2,111.82804906117818,-1.9,0,3.9707065784218316
60636,50,Jazz,Relaxed,Workout,2.7,173.39875474339502,36.4,0,4.67
60015,27,Jazz,Party,Party,2.1,108.27801737492142,20.4,0,1.21
64268,46,Electronic,Relaxed,Party,-1.0,64.96089790049544,28.4,0,-5.763489513518242
97939,31,Classical,Romantic,Workout,2.5,195.0463324507437,52.3,0,3.52
28141,55,Pop,Melancholic,Commute,3.0,98.21916189757728,14.8,0,4.1430845245173895
90356,50,R&B,Energetic,Commute,1.7,104.30458085014997,16.6,0,1.59
81910,60,Hip Hop,Energetic,Study,0.8,71.44562734568532,10.1,0,4.8193935559898495
66044,33,Rock,Melancholic,Study,1.2,71.02019238129239,29.2,0,2.296832787181139
77214,49,Hip Hop,Energetic,Sleep,3.6,33.089745799942996,9.7,0,5.554756590762799
43827,60,Classical,Party,Sleep,5.5,183.57376071588737,10.9,1,4.59
65820,54,Pop,Party,Study,4.6,41.17792859518587,31.6,0,-3.1977537227833186
72623,42,Hip Hop,Romantic,Sleep,0.5,98.77031290240964,39.7,0,6.8634314823755735
91734,15,Classical,Romantic,Workout,3.8,144.86702522515967,21.3,1,4.08
85450,56,Rock,Relaxed,Commute,1.5,149.48502085134498,40.4,0,1.5859397390066852
32299,32,Electronic,Romantic,Sleep,1.6,69.599329392078,36.7,0,4.7759865467401
53585,62,Country,Party,Sleep,1.8,162.5108139170058,43.1,0,5.37
74044,54,Jazz,Romantic,Workout,3.6,108.10828280935006,19.4,1,5.93
52557,47,Rock,Energetic,Party,3.9,60.57328442389117,64.8,0,2.444769487228306
59080,26,Pop,Relaxed,Study,2.4,164.6016871592376,17.9,0,-8.87213222415901
12693,22,Jazz,Relaxed,Workout,2.4,275.10125291608523,25.6,0,3.28
79163,38,Country,Party,Party,3.2,172.49866513155982,42.7,1,4.64
35939,30,Rock,Romantic,Workout,3.4,126.78305458490014,36.8,1,0.9409622837407206
58925,64,R&B,Energetic,Commute,4.3,63.53874719098334,47.7,0,3.36
52941,18,Rock,Romantic,Workout,0.6,11.152130875163351,30.4,0,7.76827890258377
31834,52,Rock,Melancholic,Workout,8.572125545265305,152.41918688349648,16.6,0,0.7019272208600666
28047,58,R&B,Romantic,Commute,0.9,45.92447215014668,12.1,0,4.06
36105,41,Rock,Party,Study,2.4,131.62087013204052,61.7,0,3.950776831532066
85766,23,Jazz,Romantic,Party,2.2,59.61345475611211,30.5,0,0.4
25707,61,Pop,Relaxed,Sleep,2.4,78.02852836055479,32.5,0,-3.0554840658434697
31976,30,Country,Energetic,Study,1.3,27.433759611170785,62.0,0,2.59
54262,26,Classical,Party,Workout,0.3,188.06746266138688,27.6,0,4.94
33776,45,Hip Hop,Melancholic,Sleep,-0.6,51.57056532472941,35.4,0,-10.698025034963633
40080,38,R&B,Energetic,Commute,2.3,143.54996705836155,19.5,0,1.49
76842,28,Electronic,Energetic,Study,1.9,90.1109002061461,15.3,0,2.5725519977007534
71373,59,R&B,Relaxed,Party,1.5,103.79401820012492,63.3,0,2.54
16776,39,Country,Relaxed,Study,4.5,99.24179769087618,63.6,0,1.78
65016,48,Hip Hop,Relaxed,Study,1.2,131.78826773146125,50.3,0,-3.9973822369080647
19474,17,Hip Hop,Party,Sleep,4.6,165.20771878907215,49.8,1,8.722145094163244
68053,38,Electronic,Romantic,Commute,4.9,161.36624443215194,46.3,1,-3.20858128281923
31959,56,Country,Energetic,Commute,-0.4,232.00760058177175,23.9,0,3.04
15530,23,Jazz,Romantic,Study,2.6,167.56534924090093,39.4,0,2.72
13748,40,Pop,Romantic,Commute,1.9,178.29883871397843,27.4,0,13.051092435781625
23545,34,Electronic,Relaxed,Sleep,-1.9,76.96976252395216,-3.8,0,22.452546231515168
76199,54,Pop,Romantic,Sleep,0.3,101.19785496509678,51.8,0,1.9687161590117397
44766,24,Jazz,Energetic,Party,3.7,140.6456103736,43.3,1,1.43
83530,33,Hip Hop,Energetic,Commute,5.5,60.10937240977148,15.2,0,1.8330830737419601
71087,17,Pop,Melancholic,Party,3.9,134.874458448239,29.6,1,-9.275971548607966
78840,38,Jazz,Party,Workout,3.0,143.53009948624464,50.8,0,2.44
64384,19,Jazz,Romantic,Sleep,5.764966641651035,152.14471227306214,37.0,0,3.56
61005,17,Classical,Party,Study,5.0,128.2236123940583,9.5,1,2.24
56576,41,Electronic,Party,Sleep,5.7,110.44502516593687,16.8,0,0.3829945381698368
49353,30,Classical,Party,Workout,1.6,52.18785397192511,62.9,0,2.43
72003,63,R&B,Party,Study,-0.5,92.63869499474482,36.0,0,5.49
93211,29,Hip Hop,Energetic,Commute,-0.6,59.44264131438797,50.9,0,0.34208371659440656
62733,49,Electronic,Romantic,Commute,4.5,127.46006857542187,62.6,1,14.628713322013237
75318,26,Hip Hop,Melancholic,Sleep,2.4,170.33611571061465,28.1,0,1.8850820917901867
99474,55,Classical,Party,Study,2.8,42.513451628113515,40.3,0,4.34
33664,58,Country,Melancholic,Study,-0.2,74.2587044769503,5.5,0,1.79
77172,40,Jazz,Energetic,Party,3.6695057613086575,86.64780818534079,25.9,0,1.61
95616,61,Hip Hop,Energetic,Workout,2.1,46.399350120784746,43.6,0,1.8749253487602844
36736,48,Electronic,Relaxed,Commute,2.8,169.47362991853652,32.1,0,-1.4899762208053489
10854,37,R&B,Party,Sleep,1.9,28.67219814849365,41.8,0,1.65
48623,45,Electronic,Relaxed,Study,0.9,34.8169127927805,48.9,0,-4.994674932651093
17392,64,Hip Hop,Melancholic,Commute,1.3,153.000680752136,43.4,0,-7.731727580831063
65680,34,Electronic,Romantic,Sleep,4.3,104.31963951435083,40.0,1,11.849102725033607
56717,26,R&B,Relaxed,Commute,2.9,103.9029142210297,37.9,0,2.06
97092,37,Jazz,Energetic,Sleep,3.4,122.4360324032147,26.5,1,5.07
60859,18,Country,Party,Commute,1.2,59.545870837052675,21.1,0,2.07
36309,37,Jazz,Melancholic,Party,-8.44648213101386,174.14525478250516,55.3,0,4.12
97455,62,Electronic,Energetic,Workout,1.7,153.97732608954237,46.9,0,-0.9200593918856823
73734,62,R&B,Romantic,Commute,1.2,54.636929812713646,23.2,0,3.58
80467,15,R&B,Party,Workout,3.0,94.47537559020785,36.0,0,3.64
62662,39,Hip Hop,Romantic,Commute,7.4,30.807010730691047,14.1,0,4.012735806106442
22688,16,Classical,Romantic,Study,3.5,125.73985479787655,27.8,1,2.78
35342,44,Electronic,Party,Party,22.701059066803314,182.10363577695276,43.0,1,9.174481156313783
47157,17,Electronic,Party,Party,3.4,118.33770335274784,38.9,0,-1.6106673639616462
77863,35,Electronic,Romantic,Workout,1.6,72.53171571658352,36.7,0,1.455877965548574
62083,39,Electronic,Melancholic,Study,3.0,119.72116477200342,21.7,0,2.6191560075383102
75733,34,Hip Hop,Party,Sleep,25.420192610062216,119.78974651815092,18.7,1,3.7027151813611505
99045,63,Classical,Energetic,Party,5.2,-5.615427579744065,49.2,0,4.59
44698,36,Classical,Relaxed,Study,1.6,95.7597996683345,60.4,0,1.05
90623,35,Pop,Melancholic,Study,2.9,102.68563839702081,43.2,0,10.60786946310441
32671,47,Electronic,Party,Workout,0.4,162.6819836792005,32.4,0,4.5933581653819475
35184,52,Electronic,Party,Study,3.7,99.35767654770301,53.4,1,-0.6729484884432708
52107,29,Pop,Melancholic,Study,23.999598922098944,47.149716824344125,22.4,0,3.9054287824096483
96202,60,Classical,Relaxed,Sleep,11.445515585651586,17.034269033569565,50.8,0,0.44
61663,29,R&B,Romantic,Workout,1.5,33.765133833110724,26.1,0,-0.01
25708,60,R&B,Energetic,Workout,3.0,39.833523973580114,26.8,0,3.67
59811,39,Rock,Party,Study,3.1,80.13427393829505,30.0,0,-4.677745153453358
12811,35,Jazz,Relaxed,Sleep,2.6,148.9603071139971,33.5,0,2.82
66250,38,Rock,Energetic,Commute,2.8,197.75864484274072,48.7,0,0.7678213138766515
82082,19,Classical,Melancholic,Party,2.2,140.07863638822738,15.4,0,2.89
44754,20,Country,Party,Workout,4.0,151.01453464667497,25.9,1,6.56
21411,63,Electronic,Romantic,Sleep,3.6,99.43876645360004,38.1,0,2.1807864581081793
12911,57,Rock,Melancholic,Sleep,1.0,168.16637233772653,43.4,0,8.667934150358011
77270,62,Hip Hop,Party,Study,1.0,94.75926566499362,9.4,0,4.630904061043548
93763,58,R&B,Relaxed,Party,2.1,171.31890330849697,23.1,0,6.33
18680,61,Hip Hop,Energetic,Workout,3.6,47.60998886965359,8.8,0,3.5188993398321564
94896,37,Pop,Energetic,Commute,2.7,78.28063903798078,24.5,0,2.9471255600207797
93879,18,Classical,Party,Study,1.5,114.95628722984483,28.4,0,5.67
81295,41,Classical,Melancholic,Workout,2.9,251.1628900096865,42.5,0,6.4
98614,32,Rock,Romantic,Workout,2.0,148.39593630526795,0.6,0,9.02696338545599
21111,35,Electronic,Relaxed,Sleep,3.8,50.07002555990454,44.8,0,2.1844461514569753
47504,42,Classical,Party,Party,3.0,243.06437420716074,27.4,0,3.18
11802,49,Rock,Relaxed,Commute,2.0,20.676859786701826,29.9,0,4.616830397423163
18155,36,Rock,Energetic,Party,2.8,101.30354072321538,49.6,0,6.313868095175422
83656,54,Jazz,Romantic,Sleep,4.5,90.27312389881553,55.2,1,4.87
49384,37,Jazz,Relaxed,Commute,1.6,36.25769935851017,25.2,0,5.06
57254,17,Classical,Party,Commute,3.1,59.65254033208606,25.1,0,3.39
31918,54,Rock,Romantic,Study,2.4,172.743249284956,29.7,0,3.7500240245067697
95981,64,Pop,Melancholic,Commute,3.1,125.76868769392922,25.0,1,7.612499592503875
70713,24,Pop,Party,Workout,1.5,62.85753946960588,13.5,0,4.465343687727875
40306,39,Jazz,Relaxed,Party,2.7,143.6770357668772,34.5,0,5.51
26646,63,Classical,Romantic,Party,4.2,97.8578746302947,25.1,1,5.78
56843,22,R&B,Party,Study,1.1,185.4423109224821,36.5,0,3.77
26371,25,Electronic,Romantic,Commute,1.3872754148606417,63.16893740028546,60.6,0,3.870191762340051
87371,19,Country,Romantic,Sleep,0.6,132.18284012283164,33.4,0,4.35
12049,59,R&B,Romantic,Workout,0.7,170.52032140489013,23.7,0,3.76
41616,51,Pop,Relaxed,Study,3.4,113.51501863640176,30.9,1,0.28776792835029524
30932,59,Pop,Party,Commute,0.4,87.20622342896725,36.9,0,-8.884373095295627
39855,52,R&B,Energetic,Sleep,2.1,135.4184955690733,32.5,0,3.3
71434,43,Jazz,Energetic,Commute,3.4,69.84638033049941,26.6,0,4.94
82694,19,Jazz,Relaxed,Study,3.1,162.24425547658655,10.1,1,3.54
53016,23,Classical,Relaxed,Sleep,1.9,135.2266550283656,44.5,0,4.8
17400,62,Jazz,Romantic,Sleep,2.8,177.65876752634676,21.6,0,2.37
52642,16,Hip Hop,Party,Sleep,2.7,137.67288412075615,56.9,0,13.628011032289177
25151,15,Country,Party,Sleep,2.2,11.31996084416092,29.5,0,2.93
61407,54,R&B,Melancholic,Commute,2.2,143.43327668009294,27.3,0,4.42
76690,44,R&B,Melancholic,Sleep,5.9,76.40605790457965,27.9,0,3.99
14499,25,Rock,Energetic,Commute,3.7,34.58714861242716,37.3,0,13.059886123373483
16295,42,Pop,Melancholic,Sleep,6.2,160.34471604314945,22.0,1,-3.624804651724697
69040,58,R&B,Melancholic,Sleep,1.8,191.98583284401815,24.9,0,6.57
22183,26,Hip Hop,Energetic,Study,2.4,20.907022204875624,44.3,0,3.740299846958266
39299,53,R&B,Energetic,Commute,0.5,105.99759325538389,19.7,0,3.52
22874,40,Electronic,Melancholic,Commute,1.3,20.292422771162755,43.2,0,0.18443409433652658
42711,27,Hip Hop,Party,Party,5.4,142.57254460971808,47.4,1,5.127320056743387
15539,22,Classical,Melancholic,Study,1.7,46.266647799254265,45.0,0,0.4
63351,42,Electronic,Romantic,Commute,5.4,7.603596884951946,38.5,0,-1.084954857952719
71267,44,Electronic,Romantic,Study,0.6,174.52262049030867,7.9,0,5.331704323111613
58354,23,R&B,Romantic,Study,0.9,165.27821362056747,16.8,0,4.92
12557,53,Jazz,Relaxed,Study,2.0,159.97541315094037,14.7,0,6.64
48360,45,R&B,Romantic,Workout,2.4,144.53343048467292,29.3,0,3.06
92018,35,Hip Hop,Party,Commute,3.9,155.8876150843438,35.5,1,-4.8516618174458035
12200,61,Classical,Relaxed,Study,3.2,79.06129494557912,17.1,0,2.26
78497,48,Pop,Relaxed,Workout,1.9,67.25059236048469,32.4,0,4.89587338791614
56975,45,Country,Romantic,Workout,2.3,64.44596184132098,45.3,0,2.43
31357,39,Jazz,Melancholic,Sleep,2.0,8.314999671874958,20.0,0,1.05
87505,26,Hip Hop,Energetic,Sleep,2.9626793751944014,98.55947824005003,22.7,0,10.489656844419107
12869,15,Pop,Melancholic,Commute,1.2,123.45265347191119,52.7,0,4.415870608611077
71135,36,Hip Hop,Melancholic,Sleep,4.0,43.45226357180721,21.1,1,3.3473323580711183
60108,54,Jazz,Relaxed,Commute,-0.2,152.3785827080309,40.1,0,3.72
48467,51,Pop,Relaxed,Workout,4.9,-16.726314826803588,53.6,0,0.44988810027095905
33328,61,Jazz,Relaxed,Workout,2.0,113.06902560227515,17.3,0,3.76
96831,15,Hip Hop,Party,Commute,1.3,136.74184160466262,18.4,0,11.431002699253067
13987,15,Electronic,Party,Sleep,3.6,74.79821338400626,31.5,0,3.0838976622682033
68871,56,Country,Energetic,Sleep,4.7,113.23455319766451,36.0,0,4.24
32399,56,Rock,Relaxed,Commute,4.2,91.36673248502315,25.4,0,-0.5786597299394365
56214,35,Country,Romantic,Party,3.3,65.80541783925999,64.6,0,1.48
96416,29,Electronic,Relaxed,Sleep,4.1,60.76811244493387,43.1,1,5.300464401931392
80271,31,Jazz,Party,Study,-0.1,187.06152396237812,22.9,0,3.11
54064,36,Country,Relaxed,Sleep,1.7,132.6665611283269,14.5,0,4.13
80091,52,Jazz,Party,Party,1.1,56.43725434199587,34.1,0,3.41
50818,49,Jazz,Relaxed,Workout,4.3,106.45895874260206,41.6,1,2.61
55525,59,Pop,Romantic,Workout,1.9,105.58601810555582,62.6,0,1.5094268597927563
29830,30,Classical,Energetic,Workout,3.8,172.96909658570544,36.1,1,4.28
27429,22,Jazz,Romantic,Sleep,3.3,50.3652473452583,31.4,0,3.84
16893,61,Country,Party,Workout,1.2,1.8197796103737716,20.4,0,2.71
89909,31,Country,Melancholic,Party,1.6,74.84722534626371,40.6,0,4.74
57333,31,Country,Romantic,Party,4.4,103.60621394457596,50.3,1,6.14
13436,40,Electronic,Relaxed,Sleep,3.5891738496529086,79.0158156176946,8.2,0,1.842593580092852
84290,27,Rock,Energetic,Study,2.7,36.45141109194422,36.1,0,0.7167647070767856
86213,31,Jazz,Relaxed,Sleep,1.3,139.27385444950767,19.7,0,5.02
15895,52,R&B,Relaxed,Workout,2.0,145.83706471029268,14.6,0,4.68
29738,31,Jazz,Romantic,Sleep,2.4,123.64385707966247,60.4,0,3.95
40746,62,Jazz,Energetic,Party,1.3,59.459026410934754,48.3,0,1.18
59377,28,R&B,Melancholic,Sleep,1.1,213.37171257601915,25.9,0,3.08
58404,59,Pop,Relaxed,Sleep,2.9,209.64659026696006,32.6,0,3.102378313980111
64045,20,Jazz,Energetic,Study,1.2,35.861920339024884,30.2,0,3.65
49790,49,Electronic,Melancholic,Party,1.3,98.3381912302625,18.1,0,7.616166469412236
15600,60,Hip Hop,Relaxed,Commute,1.1,125.10005799061965,26.9,0,-2.7943305157667004
50764,28,Classical,Energetic,Commute,2.4,9.6686132611188,46.8,0,0.41
84543,61,Country,Romantic,Party,3.9,124.19344705777937,26.5,1,3.02
55714,22,Jazz,Relaxed,Commute,4.8,31.14235640854143,42.0,0,3.68
66835,29,Pop,Relaxed,Workout,6.94449733102952,35.335087113287805,26.6,0,4.960667941623334
83744,41,Electronic,Energetic,Commute,5.7,95.66430148774852,17.2,0,10.653423922814973
66491,27,Jazz,Relaxed,Workout,1.0,51.824783032563026,52.9,0,1.15
28589,63,R&B,Melancholic,Party,4.1,115.0160791125268,3.0,1,4.02
53484,45,Pop,Relaxed,Commute,4.208430007886824,106.16629095925839,61.8,0,0.456043138325762
