transaction_id,customer_age,transaction_amount,transaction_hour,merchant_category,transaction_location,card_not_present,previous_transactions_count,time_since_last_transaction,fraud_probability,is_fraud
206,31.0,124.87,15.0,Online,Local,0,7,40.0,0.09048296308098097,0
207,53.0,174.14,11.0,Restaurant,Local,0,3,26.2,0.05220936173822839,0
208,53.0,32.92,12.0,Retail,International,1,6,16.9,0.47561789902176743,0
209,53.0,19.57,3.0,Retail,Local,0,6,0.4,0.06319914225878054,0
210,103.0,58.11,22.0,Online,National,0,3,7.9,0.026061135336045316,0
211,54.0,60.77,20.0,Travel,International,1,5,4.1,0.47376357397492114,0
212,62.0,18.57,21.0,Online,Local,0,4,1.3,0.025039404130447286,0
213,59.0,45.82,22.0,Subscription,International,1,7,35.9,0.4608286472410442,0
214,55.0,440.2820175590857,4.0,Gambling,International,1,6,3.4,0.7610808225810233,1
215,40.0,78.29,20.0,Gambling,National,1,4,10.6,0.21913902608610178,0
216,56.0,90.4,4.0,Electronics,National,0,3,91.0,0.0658840551505265,0
217,33.0,73.04,19.0,Subscription,National,0,4,12.6,0.10245344198713896,0
218,41.0,32.88,6.0,Travel,International,1,3,3.7,0.5270694649854087,1
219,38.0,32.66,11.0,Electronics,International,1,10,28.1,0.5288815538794435,1
220,46.0,16.46,16.0,Gambling,National,0,4,39.9,0.04794074745832811,0
221,80.0,325.31,21.0,Travel,International,0,1,7.9,0.2770103298968544,0
222,17.0,55.34,2.0,Electronics,National,0,3,39.8,0.07104075089729521,0
223,55.0,43.6,15.0,Online,National,1,4,7.6,0.252441028693527,0
224,21.0,21.57,3.0,Online,Local,0,4,28.4,0.021344179351544926,0
225,38.0,1028.3,1.0,Travel,National,0,4,3.2,0.3204260582941352,0
226,61.0,18.67,2.0,Electronics,Local,0,5,13.4,0.07989654734107646,0
227,46.0,35.56,21.0,Restaurant,National,0,5,17.6,0.08605461898698634,0
228,29.0,82.75,3.0,Travel,International,1,7,31.0,0.4900082061485057,1
229,34.0,99.51,12.0,Travel,Local,0,5,25.2,0.0596285797294858,0
230,55.0,142.3,13.0,Subscription,International,0,11,46.1,0.2926233672647354,0
231,34.0,332.82,18.0,Retail,International,0,4,4.9,0.31234144964947114,0
232,48.0,90.57,15.0,Travel,National,0,3,26.0,0.09900116347777733,0
233,46.0,18.99,4.0,Restaurant,National,0,4,3.3,0.07628538714982842,0
234,35.0,42.23,8.0,Online,International,0,0,15.6,0.29957409705741506,0
235,77.0,74.28,20.0,Electronics,National,0,6,17.8,0.07203572827750507,0
236,55.0,431.91,21.0,Retail,National,1,7,0.7,0.5325107751663303,1
237,15.0,13.49,14.0,Electronics,National,0,1,1.8,0.04791280311647604,0
238,48.0,181.74,15.0,Online,International,1,5,43.9,0.5763631184469737,1
239,35.0,65.36,12.0,Travel,Local,0,6,8.1,0.04768441566716353,0
240,58.0,126.2,18.0,Subscription,Local,0,4,10.2,0.08052784266475234,0
241,33.0,49.3,10.0,Restaurant,International,0,3,24.5,0.31246698567003695,0
242,43.0,23.51,7.0,Retail,National,0,3,6.0,0.02428818294726387,0
243,53.0,115.69,13.0,Restaurant,National,0,3,5.1,0.013032375777308234,0
244,58.0,105.05,10.0,Gambling,Local,0,4,13.1,0.02948598170243675,0
245,27.0,144.32,12.0,Restaurant,International,0,6,1.5,0.2830186806497478,0
246,40.0,53.88,20.0,Restaurant,International,0,3,59.7,0.28465680730920073,0
247,38.0,29.97,16.0,Restaurant,National,0,4,67.6,0.037779621023657776,0
248,35.0,11.49,18.0,Online,National,0,6,14.3,0.012394133054171736,0
249,71.0,123.89,4.0,Restaurant,National,0,5,5.6,0.04115085256817763,0
250,51.0,83.42,2.0,Subscription,International,1,7,15.3,0.4955517831193588,1
251,26.0,20.78,21.0,Restaurant,Local,0,5,2.5,0.08514954176916983,0
252,59.0,31.86,10.0,Online,International,1,1,12.2,0.5596651368662038,1
253,77.0,326.58685901418204,11.0,Electronics,International,0,8,1.8,0.26904944156727123,0
254,60.0,111.63057610138694,17.0,Online,International,1,6,29.4,0.5792345995617246,1
255,22.0,24.1,20.0,Gambling,Local,0,4,7.7,0.11788223727952957,0
256,38.0,17.57,11.0,Gambling,National,1,10,17.6,0.22509997735720735,0
257,64.0,36.14,10.0,Subscription,National,0,3,0.3,0.06752392151430717,0
258,34.0,26.08,18.0,Subscription,International,0,5,17.8,0.34891488784629693,0
259,52.0,10.73,1.0,Travel,International,0,6,0.1,0.29833967755179,0
260,57.0,412.65,1.0,Online,Local,0,5,62.2,0.3623686328941187,0
261,31.0,191.05,12.0,Electronics,Local,1,7,16.7,0.2955345147956603,0
262,44.0,25.05,16.0,Travel,National,0,6,2.5,0.015340012310486952,0
263,-4.0,71.7,17.0,Travel,International,0,3,10.0,0.3289237705843373,0
264,30.0,82.89,8.0,Retail,Local,0,8,1.1,0.027076538753100857,0
265,41.0,179.66,15.0,Restaurant,Local,0,6,18.2,0.06934979264794888,0
266,26.0,24.08,13.0,Travel,International,0,7,3.1,0.2763604701674939,0
267,69.0,162.73,17.0,Travel,International,0,6,15.4,0.32703232080908406,0
268,24.0,31.57,7.0,Subscription,International,0,4,8.7,0.2799395853441809,0
269,38.0,14.36,2.0,Electronics,International,0,6,34.4,0.34460082198881137,0
270,47.0,112.63,13.0,Travel,International,0,6,15.8,0.34195551899569476,0
271,67.0,198.49,17.0,Gambling,International,0,4,45.2,0.2825096875833708,0
272,23.0,726.26,14.0,Electronics,Local,0,3,68.1,0.3105679062535137,0
273,62.0,16.45,6.0,Restaurant,International,0,6,83.8,0.31535479896457314,0
274,45.0,109.83,15.0,Gambling,National,0,2,7.2,0.10335023091499676,0
275,30.0,36.24,19.0,Subscription,International,1,7,35.0,0.5330310480927963,1
276,52.0,731.5766080575385,0.0,Gambling,National,1,6,13.8,0.5435479715892999,1
277,48.0,12.55,5.0,Retail,National,1,2,13.3,0.2496129276888499,0
278,36.0,15.44,19.0,Retail,National,0,6,48.6,0.03668113142939647,0
279,46.0,25.13,16.0,Restaurant,International,1,3,3.8,0.4941211967049388,1
280,39.0,59.08,10.0,Restaurant,International,0,5,15.6,0.28700396866411576,0
281,47.0,28.76,14.0,Gambling,National,0,6,21.6,0.14567133873561666,0
282,55.0,105.54,0.0,Subscription,International,0,3,1.6,0.358817051909091,0
283,69.0,152.46,13.0,Subscription,Local,1,6,48.0,0.30911568794038824,0
284,26.0,99.44,5.0,Online,Local,1,7,9.1,0.32316664424916586,0
285,77.0,2196.0001891516754,15.0,Travel,Local,0,4,25.7,0.3791398685882225,0
286,16.0,82.75,1.0,Travel,Local,0,3,63.2,0.06782080783709935,0
287,43.0,16.17,9.0,Travel,International,0,9,30.5,0.31435246659397664,0
288,54.0,213.44,4.0,Electronics,National,1,7,52.1,0.2940865497620018,0
289,49.0,29.81,4.0,Online,International,1,6,1.7,0.49133738421728357,1
290,36.0,135.7,13.0,Gambling,Local,0,11,16.3,0.13084627770201018,0
291,42.0,263.42,5.0,Travel,International,0,1,20.0,0.30082696031730866,0
292,38.0,86.2,9.0,Electronics,International,0,7,28.0,0.27509888060746857,0
293,36.0,12.23,15.0,Electronics,Local,1,7,3.0,0.2432862603063937,0
294,58.0,88.57230418622771,21.0,Retail,National,1,4,25.7,0.24468957507647596,0
295,50.0,204.95,16.0,Electronics,International,0,4,3.8,0.301334864170315,0
296,35.0,46.1,20.0,Restaurant,International,0,2,1.7,0.2695662552620232,0
297,58.0,59.12,22.0,Subscription,Local,1,6,15.2,0.3083533030709732,0
298,50.0,116.61,19.0,Electronics,National,0,5,22.0,0.07796308488782049,0
299,57.0,109.54,17.0,Restaurant,Local,1,6,76.1,0.2462796378876733,0
300,54.0,72.15,6.0,Restaurant,Local,0,9,28.8,0.026427390038053764,0
301,33.0,44.32,22.0,Retail,International,1,6,21.5,0.5168128738214584,1
302,37.0,330.21816924692916,18.0,Gambling,National,1,6,5.8,0.31423562404616223,0
303,56.0,128.75,6.0,Retail,Local,0,7,4.0,0.045160746935743575,0
304,54.0,94.97,19.0,Electronics,International,1,6,22.4,0.46924154852730515,0
305,45.0,42.21,9.0,Retail,Local,0,8,6.1,0.0796660248016933,0
306,47.0,161.11,19.0,Retail,International,1,2,29.4,0.5066083662672256,1
307,64.0,47.99,1.0,Gambling,National,1,5,2.9,0.25803910556434917,0
308,36.0,23.3,21.0,Subscription,Local,0,10,10.0,0.06703097786050201,0
309,53.0,25.56,12.0,Travel,National,0,3,35.6,0.023008842560473926,0
310,42.0,20.52,7.0,Electronics,National,0,6,42.7,0.09266455892134615,0
311,42.0,41.58,0.0,Gambling,International,1,6,10.2,0.4679491964023208,0
312,61.0,187.49,0.0,Electronics,Local,1,7,5.6,0.30427477862870045,0
313,57.0,24.41,10.0,Electronics,Local,0,3,76.2,0.105269586863134,0
314,57.0,65.92,9.0,Retail,International,1,10,34.4,0.4745073360687645,0
315,65.0,28.31,19.0,Subscription,International,0,4,39.5,0.34444713785562964,0
316,45.0,42.08,0.0,Retail,National,0,5,6.0,0.04496631474862876,0
317,55.0,12.06,18.0,Restaurant,Local,0,1,13.3,0.04128083229944076,0
318,40.0,43.79,10.0,Online,Local,0,4,1.7,0.12787567614990591,0
319,50.0,44.98,15.0,Online,International,0,4,2.8,0.363386157313182,0
320,43.0,93.72,13.0,Gambling,International,0,6,6.0,0.307096134159973,0
321,46.0,68.26,0.0,Online,International,0,2,8.7,0.36616370840514384,0
322,54.0,16.47,16.0,Gambling,Local,1,5,140.9,0.26274218042041514,0
323,33.0,161.45,14.0,Travel,Local,0,5,13.2,0.0800954748209577,0
324,76.0,67.38,2.0,Retail,National,0,5,28.7,0.06693924053745652,0
325,30.0,66.58,6.0,Restaurant,International,0,7,56.4,0.2725113008422203,0
326,27.0,54.1,0.0,Restaurant,National,1,7,6.8,0.23751967281708108,0
327,62.0,32.53,12.0,Online,Local,1,6,3.8,0.22564780305777404,0
328,57.0,67.88,13.0,Subscription,National,1,4,6.7,0.2591543519822755,0
329,54.0,87.85,7.0,Travel,National,1,5,51.4,0.25295900433533347,0
330,54.0,9.52,0.0,Gambling,National,0,2,26.3,0.027840593526411696,0
331,45.0,31.86,15.0,Travel,International,0,4,14.4,0.316308124082208,0
332,32.0,42.31,8.0,Online,Local,1,9,41.2,0.31440749014145253,0
333,46.0,70.54,7.0,Gambling,International,1,6,6.5,0.4768897126056111,0
334,35.0,180.06,0.0,Gambling,National,0,4,6.6,0.10353516620113844,0
335,60.0,25.24,22.0,Online,International,1,8,20.1,0.5730187588804876,1
336,43.0,33.18,17.0,Retail,Local,1,5,37.5,0.2252811074422652,0
337,33.0,207.00713384485343,15.0,Subscription,Local,1,8,7.2,0.2606179725894747,0
338,40.0,24.5,9.0,Travel,National,1,3,5.7,0.24366137060220983,0
339,51.0,38.58,15.0,Restaurant,National,0,3,15.4,0.013438349593915976,0
340,37.0,118.01,8.0,Online,International,0,3,3.5,0.3582857574919994,0
341,33.0,19.03,16.0,Retail,Local,0,5,33.1,0.06105954970504836,0
342,49.0,83.75,21.0,Restaurant,Local,0,8,20.7,0.010481856076439372,0
343,49.0,9.96,4.0,Travel,International,1,9,17.2,0.4780650447712391,0
344,37.0,31.15,14.0,Online,Local,0,7,49.4,0.0209636827896505,0
345,38.0,39.27,16.0,Gambling,National,0,4,31.7,0.04253633956906154,0
346,48.0,291.45,18.0,Subscription,National,0,6,3.9,0.041223969877823,0
