customer_id,age,primary_category,device_type,average_basket_value,purchases_per_month,time_on_site_minutes,discount_sensitivity,loyalty_program_member,holiday_purchase_likelihood,estimated_holiday_spending
754811,34,Electronics,Tablet,54.49,8,32.8,0.3784411810895177,1,0,115.2451906306345
627035,28,Electronics,Desktop,109.75,6,29.5,0.9137482601496923,1,0,947.771306785604
748143,49,Toys,Desktop,133.76,5,20.2,0.5736560769922191,0,0,615.4137185660403
552366,27,Electronics,Desktop,-20.41,9,30.7,0.4923031350707705,0,0,-0.7697026083403737
165725,39,Sporting Goods,Desktop,112.12,9,29.6,0.31888256351898,1,0,-157.99441471257526
229981,34,Electronics,Tablet,63.78,3,26.8,0.25399103004157947,1,0,262.4086352040453
184654,21,Home & Kitchen,Mobile,64.91,9,-3.8,1.0,1,0,-259.285348365303
691723,65,Electronics,Mobile,106.39,9,12.6,0.7043481155804221,0,0,421.9128409223647
419030,69,Clothing,Mobile,28.72,2,8.1,0.7146124354822054,1,0,263.70818279964976
428947,64,Beauty,Mobile,79.6,5,26.7,0.11636873779047108,0,0,396.98925324595825
655839,42,Toys,Mobile,29.89,2,11.9,0.5775386160572956,0,0,78.78566194148443
373538,38,Books,Tablet,126.19,1,32.5,0.2422631382350553,0,0,675.8505745328745
431236,54,Beauty,Mobile,125.22,7,16.0,0.8260273486995231,0,0,166.83039852855006
628178,55,Home & Kitchen,Tablet,102.57,4,14.7,0.49928174940823783,1,0,180.5683050871861
665894,66,Toys,Tablet,169.82,5,11.2,0.18202754228068177,0,1,581.9305435762151
589492,18,Sporting Goods,Mobile,105.19,4,13.2,0.6103927243031364,1,0,305.1333761496098
356840,42,Toys,Mobile,542.5219310700809,6,17.7,0.5416255906022249,0,0,44.17749822687159
573254,68,Clothing,Mobile,74.7,2,14.3,0.7012423096609479,1,0,1.1994573895337655
449457,53,Sporting Goods,Desktop,4.84,8,10.4,0.7017371401460669,0,0,57.06126381779329
765987,34,Beauty,Tablet,112.73,4,10.9,0.9273320926627251,1,0,448.417921955086
370936,58,Beauty,Mobile,106.2,8,33.2,0.34269395284330517,0,0,338.12021506718827
339931,41,Electronics,Desktop,205.5,3,35.0,0.15586554218857504,0,0,457.5636500736234
339629,19,Sporting Goods,Tablet,153.37,5,10.3,0.19571454510378258,1,1,1120.4453256242823
305041,57,Clothing,Desktop,99.34,3,23.5,0.0,0,0,364.3623778233408
798361,32,Electronics,Desktop,127.08,7,6.7,0.1388242861815639,0,0,-8.236323278793206
831912,49,Electronics,Mobile,165.35,3,11.7,0.7647481303968444,1,0,607.5757456122908
517113,56,Toys,Tablet,145.84,8,4.1,0.3612004452596368,0,0,-9.857651931712605
168148,23,Beauty,Desktop,203.45,9,25.2,0.4274069118320153,0,1,442.32496308599866
877089,18,Electronics,Tablet,80.53,2,19.8,0.7338559439250056,0,0,260.4654029051842
748531,64,Home & Kitchen,Mobile,168.75,3,21.8,0.8753417996736291,0,0,-135.51096298814164
351995,40,Home & Kitchen,Tablet,98.86,7,23.9,0.6730166732478651,1,0,407.1730901461481
778843,56,Beauty,Desktop,129.68,5,6.3,0.5451629332503216,0,0,309.9872817284022
672843,34,Home & Kitchen,Desktop,92.12,7,11.8,0.5105849527514967,0,0,200.2027501706079
356508,51,Toys,Tablet,112.9,2,19.5,1.0,1,0,920.6835886341238
903591,58,Clothing,Desktop,130.58,4,11.5,0.40411751874381713,1,0,79.95617414520169
996942,46,Books,Desktop,149.66,1,15.7,0.09834995580397833,1,0,286.0966670913301
206530,26,Electronics,Desktop,123.07,5,7.0,0.6143335855899906,0,0,272.7099389657917
704365,30,Books,Mobile,-4.31,8,28.3,0.5643481719611226,0,0,19.895249872564982
922352,23,Clothing,Mobile,116.15,1,24.4,0.09878772480298353,0,0,1245.2971987162377
560337,23,Clothing,Desktop,193.52,7,27.4,0.5329729611432293,0,1,1263.746788467075
824839,37,Toys,Tablet,115.76,7,21.6,0.454528902809354,0,0,589.3114491572506
905889,69,Home & Kitchen,Mobile,194.92,7,4.1,0.7262858726404927,1,1,586.5301956665741
559773,20,Home & Kitchen,Tablet,113.99,1,10.2,0.0,1,0,1206.8251829273663
308261,34,Clothing,Desktop,41.4,3,8.0,0.0,0,0,178.0683446366432
864469,66,Toys,Desktop,98.35,2,12.4,0.24632306841249274,0,0,131.2941496320683
441097,29,Toys,Tablet,92.08,5,25.6,0.5257576935371095,0,0,1182.3989587641724
415139,65,Beauty,Mobile,108.52,2,0.3,0.43414678530921885,1,0,459.17577985442546
271829,64,Sporting Goods,Tablet,60.73,5,9.2,0.9123131375612222,1,0,322.77860870033004
371836,62,Electronics,Tablet,119.56,5,11.1,0.8795160640379425,0,0,611.053446339357
538974,18,Sporting Goods,Desktop,103.59,4,1.9,0.4401105743685617,1,0,867.4161273487982
302283,34,Home & Kitchen,Mobile,184.39,7,17.0,0.45012282911249013,0,1,172.4925809394343
296769,20,Clothing,Tablet,59.49,6,11.6,0.2678523289651433,0,0,46.35031087525592
661353,43,Beauty,Mobile,132.28,2,26.1,0.38823482605350235,0,0,622.0090107929268
323165,32,Books,Desktop,140.55,4,12.2,0.5001447668934855,0,0,429.24666695106913
723587,53,Home & Kitchen,Mobile,158.75,7,19.6,0.36373719029985696,0,1,508.1673741702368
635822,49,Electronics,Desktop,101.82,9,16.1,0.5253286123564747,0,0,176.17068862161386
587879,49,Toys,Mobile,131.04,9,-9.8,0.0,0,0,504.78506730988164
664685,21,Clothing,Tablet,137.66,3,0.6,0.6899438669713902,0,0,729.6857608639698
882038,35,Home & Kitchen,Desktop,37.58,1,18.8,0.6669277160702901,1,0,60.99805279718115
453531,66,Books,Tablet,103.61,9,18.4,0.5067891882185078,0,0,233.53840226245697
363160,36,Electronics,Desktop,118.37,8,14.3,0.8194269109457676,1,0,691.711557478361
679879,60,Electronics,Mobile,124.23,7,28.3,1.0,0,0,197.7516806137633
320884,69,Beauty,Mobile,123.62,6,20.1,0.7749806251749738,0,0,188.0284775149361
123247,52,Home & Kitchen,Desktop,141.88,7,30.7,0.5956346640653597,0,0,193.0507590297796
124300,57,Books,Desktop,216.88,9,-9.6,0.642656054139533,0,1,877.2453907117272
567281,31,Electronics,Desktop,90.23,6,32.3,0.416926358590014,0,0,445.03184058277515
707086,50,Clothing,Mobile,139.06,3,8.9,0.789506769985708,0,0,583.5762671976531
633556,31,Electronics,Desktop,185.07,3,15.2,0.5780334821745232,1,0,-38.7915808227469
448951,51,Books,Desktop,30.07,4,26.9,0.29200728849594393,1,0,178.63414923456213
374329,21,Toys,Tablet,133.41,8,-6.1,0.187424430831724,1,0,1374.3387312444327
819064,41,Toys,Desktop,35.98,9,12.5,0.4977775960208535,0,0,13.76799056590012
842139,46,Beauty,Tablet,229.28,8,25.1,0.4268179250596122,0,1,318.3100522354378
532315,36,Home & Kitchen,Tablet,146.1,2,8.8,0.0,0,0,378.30934935195637
616588,23,Books,Tablet,139.35,4,24.1,0.3291090994872371,1,0,661.004407136925
336584,50,Beauty,Mobile,26.33,4,21.8,0.29495957541228335,1,0,159.14906762088978
662332,66,Sporting Goods,Tablet,94.78,2,16.7,0.045812633596010274,1,0,112.7412008026129
937646,57,Electronics,Desktop,95.01,8,21.0,0.2950071092724882,0,0,208.39967945223697
476896,36,Sporting Goods,Mobile,208.32,3,27.9,0.647461079813418,0,0,261.1639218473887
148984,18,Electronics,Mobile,156.46,2,21.0,0.13305348275848639,0,0,169.69808128906826
402918,22,Toys,Mobile,37.35,7,24.3,0.8198185490044974,0,0,346.4578193958459
364712,44,Beauty,Mobile,143.48,1,6.2,0.9161745240121707,0,0,197.97953346998204
220151,33,Toys,Mobile,90.70153483969497,6,20.8,1.0,0,0,5.928655981585666
555808,23,Clothing,Mobile,38.53,3,19.9,0.6459653072517915,0,0,-105.12964440460323
233767,57,Sporting Goods,Mobile,142.67,3,26.2,0.33034983852513444,0,0,-67.04757373395422
748663,30,Sporting Goods,Tablet,157.24,5,3.4,0.22583912061179812,0,1,426.9055860832392
803550,65,Toys,Desktop,142.94,3,25.7,1.0,1,0,336.3485645174592
236330,52,Clothing,Desktop,595.7152862345902,4,6.2,0.0,0,0,786.5811093085197
580754,36,Electronics,Tablet,138.44,3,38.4,0.5573327484795787,0,0,378.86853370122435
401648,29,Beauty,Tablet,128.5,7,6.1,0.06434975055089275,1,0,737.2787068834092
788519,33,Clothing,Mobile,59.2,3,3.3,0.23102231943597815,0,0,197.3584458532208
113986,60,Beauty,Mobile,162.88,4,12.1,0.10674310019091635,0,0,206.95980470858956
686146,27,Sporting Goods,Tablet,37.43,2,25.5,1.0,1,0,136.55468934699982
229312,42,Beauty,Mobile,221.02,2,18.6,0.20524520512227168,0,0,-343.71506752397306
112666,37,Sporting Goods,Desktop,596.3331031050226,9,31.8,0.31626331423530296,0,1,195.32079595669836
400804,48,Clothing,Desktop,1251.5343421314244,1,12.0,0.0,0,0,1011.6723373473154
234633,21,Sporting Goods,Mobile,139.47,1,10.1,0.662395136773971,0,0,615.4730600738152
388998,61,Home & Kitchen,Mobile,166.01,1,7.7,0.0,0,0,546.4306746422822
950937,40,Sporting Goods,Mobile,428.73878915780307,3,9.7,0.4021110196899485,0,0,80.7505219020893
728776,19,Toys,Desktop,117.84,2,1.0,0.5341044143263408,0,0,543.1310694475039
807611,39,Clothing,Mobile,67.42,3,8.5,0.9201902933780571,1,0,295.30411512192705
384806,68,Electronics,Tablet,47.61,5,2.9,0.13245385308546404,0,0,174.14195701046663
894824,54,Beauty,Mobile,129.47,9,22.2,0.9494884509023324,1,0,189.26785279146046
130535,25,Books,Tablet,396.08233781870547,2,29.8,0.6529901667070221,0,0,502.8592407111298
475713,24,Clothing,Mobile,66.2,1,17.2,0.9031367458243471,0,0,122.44016798913938
938688,31,Toys,Mobile,75.06,6,8.3,0.26530157318833825,0,0,316.4751263010537
451279,20,Sporting Goods,Desktop,290.72336584903326,3,22.4,0.23080970165136533,1,0,131.32352295601072
921654,67,Beauty,Tablet,65.34,7,14.6,0.20065047724506468,1,0,58.4311289070353
701661,33,Home & Kitchen,Tablet,479.599617038659,6,25.1,0.07930094210497378,0,0,584.8358001914304
747972,36,Electronics,Tablet,66.9,7,5.5,0.1256020504203189,0,0,94.97250764182142
589570,68,Home & Kitchen,Desktop,132.79,5,6.2,0.8105776175325424,1,0,630.0697482153334
556551,35,Books,Tablet,62.46,1,22.3,0.4358562865318998,1,0,348.3609462271882
373109,69,Clothing,Desktop,208.26876169146502,3,14.8,0.8382574096202937,0,0,9.437556155499623
124538,33,Beauty,Mobile,1.89,3,24.3,0.3199154954279099,0,0,-32.96193515692098
994498,25,Clothing,Mobile,111.99,7,6.4,0.5122222798377352,1,0,258.1489053112221
301664,50,Toys,Tablet,192.7,3,19.3,0.270339863102983,0,0,289.4679466976239
591234,66,Clothing,Mobile,189.87,5,20.5,0.00121264172627214,1,1,555.2247280723806
999684,29,Electronics,Mobile,136.2,4,-0.4,0.89789021040934,0,0,-328.0488609866071
239182,28,Books,Tablet,19.95,4,15.0,0.7517149885722187,1,0,391.61294679176535
572525,22,Home & Kitchen,Mobile,162.19,7,-5.2,0.6066020634216336,0,1,657.4395918558406
258338,44,Books,Tablet,131.28,1,29.7,0.3711303159143047,0,0,776.5940958296029
284064,29,Beauty,Tablet,99.67,7,1.8,0.5253012043910869,0,0,297.10792253581985
314020,34,Clothing,Mobile,180.37,8,13.1,0.8824365151660996,1,1,74.5132301389953
723094,23,Beauty,Mobile,150.77,3,15.0,1.0,1,0,-6.284095147629677
997421,50,Home & Kitchen,Mobile,218.08,3,5.4,0.1299986745474409,1,0,1529.9932711391916
715270,22,Beauty,Mobile,49.72,4,33.5,0.8808206451110108,1,0,224.27344485950275
745914,45,Toys,Mobile,53.63,6,8.1,0.7854812088090786,0,0,-88.48471235245081
219176,31,Books,Desktop,62.05,7,12.3,0.24721105417390082,0,0,28.02245511356975
318126,22,Home & Kitchen,Mobile,105.75,1,8.1,0.12045588364841638,1,0,348.9377312321491
318969,50,Home & Kitchen,Desktop,199.41,4,8.0,0.23993533440929676,1,0,762.7069210919656
222409,67,Sporting Goods,Tablet,88.82,7,13.9,0.6489645482685739,0,0,99.5642448880227
647707,65,Home & Kitchen,Mobile,89.89,2,22.0,0.18068953737042467,0,0,210.95733910199704
353618,58,Sporting Goods,Mobile,140.86,1,16.6,0.30292704378981666,0,0,257.5127854844551
869598,36,Electronics,Mobile,162.16,1,7.4,0.6425179202344483,0,0,988.7431982490184
150015,39,Sporting Goods,Tablet,8.16,6,14.9,0.9174091051739024,1,0,181.69551029083905
872838,22,Books,Desktop,171.99,5,1.3,0.2941325188790985,1,1,149.93701398138248
222096,19,Beauty,Desktop,87.24,1,26.8,0.7921588544353925,1,0,677.9825122324245
731347,47,Sporting Goods,Mobile,114.88,3,9.9,0.7848527477761909,1,0,398.57784790991553
285340,64,Home & Kitchen,Mobile,190.91,7,10.5,0.2131688383616145,0,1,748.2344228866527
210687,56,Books,Mobile,473.33131019153745,9,-4.5,0.6701903922778958,0,0,127.97286074404406
974371,21,Sporting Goods,Mobile,43.41,9,9.9,0.3168859530297633,1,0,-122.04363313475798
511357,50,Sporting Goods,Tablet,46.3,6,31.8,0.5877606547794635,0,0,148.2936386100895
835716,30,Home & Kitchen,Mobile,118.54,3,21.1,0.13408639092003505,0,0,-100.52368838240554
205878,37,Toys,Tablet,103.28,1,26.1,0.20278634656829658,1,0,924.2768151936972
827270,24,Toys,Mobile,122.97,3,16.2,0.5060632206290666,1,0,891.5269077519747
298286,32,Sporting Goods,Desktop,323.810189393675,2,-11.2,0.03897619604982794,1,0,391.18756350482755
873290,40,Toys,Desktop,182.07,5,15.7,0.4891752142602492,1,1,1184.9951712806953
874684,31,Clothing,Mobile,121.24,8,17.0,0.5755166024634681,0,0,159.6946734953745
264899,40,Home & Kitchen,Mobile,31.85,5,24.0,0.6859060174983851,0,0,-57.09496398088254
424767,36,Clothing,Tablet,160.83,1,14.6,0.0,1,0,588.2457790964474
961882,46,Books,Mobile,215.31,3,7.3,0.7950256590958765,1,0,920.3867065140603
979858,37,Clothing,Mobile,127.75,5,14.0,0.02938729026249104,0,0,318.6239179303686
479989,46,Books,Mobile,131.63,7,11.6,0.19249327195770216,0,0,12.455426695955095
515515,41,Sporting Goods,Desktop,239.50721732674495,5,20.2,0.639582014556122,1,0,397.8931213957066
143585,35,Books,Tablet,244.79687803420921,5,14.0,0.4678388528895315,0,0,505.59642052294566
471369,27,Books,Desktop,145.14,7,5.1,1.0,1,0,1231.7493243906947
164044,58,Beauty,Tablet,176.59,8,20.7,0.47213131697744215,0,1,345.2087889024514
542296,25,Clothing,Desktop,142.3,8,7.6,0.16689321103690466,0,0,457.8904878310621
209556,43,Beauty,Mobile,210.9,7,11.8,0.7943707901631787,1,1,753.5311804626269
626981,46,Sporting Goods,Desktop,267.26673871667043,3,10.4,0.4505037209432035,0,0,201.7909283260807
981691,27,Home & Kitchen,Desktop,212.04841782169103,2,17.4,0.31666088549837035,0,0,-79.74116895415126
867595,34,Clothing,Tablet,65.35,1,1.3,0.4334396725438673,1,0,193.16208578868662
300235,19,Home & Kitchen,Tablet,181.72,6,15.3,0.32131149393318714,1,1,1349.2222342334494
125939,23,Home & Kitchen,Desktop,170.36,9,25.8,0.12201544173746563,0,1,499.41132957179207
252906,22,Books,Tablet,37.77,3,16.0,0.0,0,0,135.10583058891265
642335,45,Clothing,Tablet,109.52,5,8.3,1.0,0,0,240.2164726795037
388249,58,Home & Kitchen,Tablet,111.34,9,11.3,0.8166034390499979,0,0,253.5684758825075
175766,22,Toys,Tablet,82.42,9,18.0,0.3221619625150931,0,0,674.5120928329495
508923,35,Home & Kitchen,Tablet,49.48,7,20.6,0.37355556132956924,0,0,214.85368261862834
515192,43,Toys,Desktop,81.32,4,30.0,0.9315924605172735,0,0,-150.4787728819176
668550,37,Clothing,Tablet,72.33,2,-1.3,0.912495113550311,0,0,28.628296062287742
487261,58,Sporting Goods,Mobile,50.68,2,17.6,0.49813104758853766,0,0,-105.57946054723118
910208,66,Beauty,Desktop,161.45,4,16.9,0.33627585730162424,0,0,156.04253297007307
785440,44,Clothing,Desktop,134.15,1,14.3,0.37295615991659414,1,0,1247.7069840701372
752664,66,Beauty,Desktop,96.79,4,18.6,0.24286481725854897,1,0,-191.16614499557548
554589,29,Beauty,Tablet,50.078450407202936,6,12.7,0.39945038349637385,0,0,159.3202312642738
237848,24,Clothing,Mobile,105.05,6,5.0,0.42713418249486357,1,0,133.56232106225667
717075,20,Home & Kitchen,Tablet,535.4152848720593,7,17.1,0.6167193929189193,1,0,-516.2507915555782
227948,27,Electronics,Desktop,83.2,5,21.5,0.2322307217630137,0,0,107.58980610506535
679304,51,Home & Kitchen,Desktop,62.5,9,14.5,0.4270868262517911,0,0,23.619990590303395
502690,42,Home & Kitchen,Desktop,113.85,2,25.6,0.2655515601306431,0,0,112.94278109755368
599046,52,Sporting Goods,Desktop,136.75,2,12.6,0.30479438611287607,0,0,342.32781242728754
551269,33,Books,Tablet,20.0,4,19.6,1.0,0,0,140.332123915273
121959,19,Books,Mobile,187.7,4,-0.8,0.8408974972227877,1,0,794.1458285639694
760890,41,Home & Kitchen,Mobile,57.54,4,37.4,0.16103618088543248,1,0,106.35705473197308
850216,27,Toys,Desktop,98.86,1,12.7,0.30899371532110176,1,0,558.9432840046491
890180,55,Sporting Goods,Mobile,740.5537178494723,4,10.1,0.31842931972243405,1,0,588.7764244271401
328576,39,Beauty,Desktop,267.6949810498923,5,12.3,1.0,1,0,256.084250246856
637833,43,Books,Desktop,174.8,9,5.5,0.4853803907653231,0,1,-619.9730251371508
265838,60,Home & Kitchen,Mobile,197.68,3,3.3,0.7841250547873002,0,0,294.4652408848445
435674,56,Sporting Goods,Desktop,47.02,3,15.4,0.002166279816009989,0,0,-89.1094427723044
979989,44,Electronics,Mobile,165.1,5,16.1,0.47957390827896657,1,1,728.2395753040147
161087,46,Toys,Desktop,186.27,6,17.2,0.9021265509582301,0,1,216.82030368586237
693128,64,Clothing,Mobile,101.21,3,14.7,0.8177557421013288,1,0,-1.123881999551377
218451,55,Home & Kitchen,Desktop,105.19,1,14.2,0.6943991765443055,1,0,235.24473845651858
547600,37,Sporting Goods,Mobile,24.35,8,3.0,0.3046124451485361,0,0,30.479387513917075
937437,44,Home & Kitchen,Desktop,159.05,1,10.1,0.30036352994704624,0,0,-509.563343748895
539792,58,Beauty,Desktop,-6.74,2,16.6,0.8826589328985376,1,0,76.91424885546921
139353,37,Toys,Desktop,168.44,3,9.6,0.5396341649139637,0,0,-256.17291257051323
293075,61,Books,Mobile,49.12,6,17.9,0.3402874970982014,0,0,-38.41959935986062
314283,36,Books,Tablet,189.53,4,13.6,1.0,1,0,527.2152229184229
414877,37,Books,Desktop,139.81,4,13.6,0.47749044884850056,1,0,64.24011208316172
165318,52,Clothing,Desktop,594.6406190465347,9,17.1,1.0,0,1,260.9696969708185
865313,64,Sporting Goods,Mobile,79.36,6,19.9,0.2514381201992259,1,0,-185.34518877112913
582690,19,Toys,Desktop,53.33,2,22.1,0.6494414477130439,0,0,-122.04495682212958
516880,47,Toys,Desktop,31.82,7,34.8,0.9230436401261015,1,0,126.58628060700956
691460,51,Books,Desktop,174.56,3,23.6,0.36446339473761724,1,0,366.4278963884304
840976,39,Books,Desktop,153.15,9,0.2,1.0,0,1,8.535088985105146
881239,20,Beauty,Tablet,154.92,6,4.2,0.8731882008563077,0,1,9.050491549651813
193264,23,Electronics,Tablet,134.57,8,12.3,0.6108819919592536,1,0,-1227.0755104138184
870746,32,Electronics,Desktop,147.19,1,7.4,0.5255336350604438,0,0,159.7436751874472
913168,44,Home & Kitchen,Desktop,105.42,2,18.9,0.3125340236464822,0,0,-682.1648644088104
325281,27,Home & Kitchen,Desktop,138.52,6,20.0,0.16977165916661346,0,0,478.7347655309005
737147,26,Toys,Tablet,77.16,3,10.2,0.10787140902538578,0,0,-302.31827963507993
998613,50,Toys,Tablet,102.86,1,26.9,0.7355839049063341,1,0,-60.43082512476316
494070,49,Clothing,Mobile,272.17,6,29.5,0.646468034192945,0,1,-90.89819574449905
452228,65,Clothing,Mobile,559.2524174864773,5,-3.1,0.33209047897830124,1,0,791.5127319704247
531839,23,Electronics,Desktop,21.42,9,0.7,0.5919715854327375,0,0,25.379773802262484
369536,58,Home & Kitchen,Desktop,335.10281094597747,6,26.0,0.27567182080781893,1,0,361.52439541385473
417824,53,Electronics,Tablet,67.12,5,23.7,0.0834771342888393,0,0,74.78678917351777
357426,19,Electronics,Desktop,127.96,1,20.0,0.2608419118342294,0,0,-102.11372850957856
277789,46,Home & Kitchen,Desktop,75.53,1,15.1,0.9708591836718821,1,0,174.3222887501664
613153,21,Sporting Goods,Tablet,109.41,1,14.0,0.22657624756597977,0,0,517.2530669191291
842452,18,Clothing,Tablet,83.01,7,20.4,0.5384296491735967,0,0,322.91943766484223
937291,36,Beauty,Tablet,462.78554054220274,6,16.8,0.17267366566736217,1,0,-325.2479875716817
225657,43,Beauty,Tablet,88.63,5,28.1,0.5070235844223668,1,0,466.2188250882679
335167,42,Beauty,Mobile,137.84,4,8.2,0.4368838134572216,1,0,586.0084749516137
781669,27,Home & Kitchen,Tablet,217.43,8,15.2,0.15839372570348623,0,1,-47.55222058374073
580671,32,Books,Tablet,62.28,8,23.9,0.6901263261491665,0,0,270.9523938437928
819094,39,Books,Desktop,156.19,5,16.6,0.3964236334687624,0,1,603.8910114492754
170467,68,Books,Desktop,-2.64,4,21.7,0.6304153524736508,1,0,3.7430564393425154
283734,65,Toys,Desktop,108.36,2,21.6,0.2278342503388494,1,0,354.65010108624523
722794,38,Clothing,Mobile,131.45,7,10.8,0.8638220162805983,0,0,457.19881076330506
209751,39,Clothing,Tablet,82.6,5,4.8,0.34612122555410263,0,0,550.6685523354623
481050,53,Sporting Goods,Tablet,30.63,3,7.5,0.9793808112847046,0,0,87.70233717137347
911774,51,Sporting Goods,Mobile,118.1,9,4.2,0.7271921873847242,0,0,430.3906946506057
792517,47,Toys,Tablet,196.61,9,-3.6,0.7848346284226027,0,1,781.591058483372
561079,42,Electronics,Desktop,112.68,8,25.9,0.8000266188053856,1,0,536.8952527356962
468452,62,Sporting Goods,Mobile,147.93,1,-3.9,0.09568563044103877,1,0,790.8810652608761
206081,45,Beauty,Tablet,176.34,3,33.6,1.0,1,0,458.2151295182882
713333,18,Books,Mobile,243.57,2,9.7,0.5560280361638928,1,0,709.3169648765878
658986,66,Beauty,Mobile,67.39,4,12.2,0.6219784003328487,1,0,369.4372966169109
210078,62,Books,Tablet,72.54,2,-0.1,1.0,1,0,189.80788614716258
967055,21,Beauty,Desktop,105.39,8,18.8,1.0,0,0,502.0625214298799
122671,24,Electronics,Tablet,150.77,1,12.4,0.0,0,0,494.6432578943131
518400,66,Beauty,Tablet,3.96,4,15.6,0.5763995170930168,0,0,-3.6388944718921907
455528,26,Beauty,Desktop,152.69,5,7.1,0.4732344043202936,1,1,-1598.8423403996937
710490,53,Home & Kitchen,Tablet,127.41,4,19.8,0.2331147573956504,1,0,260.296269571073
151663,36,Beauty,Tablet,93.3,8,6.8,0.3829484602182407,0,0,637.1219054392113
115708,18,Home & Kitchen,Tablet,141.28,2,15.8,0.4781686423578806,1,0,1657.75164103285
978338,27,Clothing,Mobile,164.48,9,19.6,0.48802906362103904,0,1,662.952446587471
411955,53,Toys,Mobile,171.4,2,29.5,0.2893160396285244,1,0,411.58702606461804
233883,26,Beauty,Mobile,120.74,2,23.1,0.42888650004198836,1,0,884.9301362890984
418394,62,Clothing,Tablet,136.3,2,15.9,0.8791172831007192,1,0,470.02802542834354
212547,63,Sporting Goods,Desktop,134.42,8,14.9,0.7603367353037985,1,0,194.6770330548294
659042,59,Sporting Goods,Mobile,628.2657798015591,3,18.1,0.9782227838664896,0,0,15.543155307946863
851102,49,Home & Kitchen,Desktop,139.06,8,22.7,0.591570105039516,0,0,378.2435265283823
862002,49,Beauty,Tablet,152.26,7,7.6,0.0,0,1,998.4227813931277
