user_id,age,genre,content_type,device,watch_time_minutes,time_of_day,churn_risk,engagement_score
6915,64,Romance,Series,Mobile,-5.264937557141936,Evening,0,-0.47378326138190663
3693,50,Romance,Movie,Mobile,73.51946973471621,Morning,0,9.49
4627,51,Drama,Movie,Mobile,63.88545891591736,Night,0,9.191394148721997
6450,55,Romance,Movie,Tablet,49.89564980114761,Evening,0,6.19750073873737
2663,31,Action,Series,Smart TV,11.725498446805906,Night,0,5.04
6592,49,Comedy,Series,Mobile,23.499350530820312,Night,0,4.6
8392,62,Sci-Fi,Movie,Smart TV,35.142380805976835,Evening,0,4.3908543745390896
2306,19,Action,Movie,Laptop,65.755926938255,Evening,0,9.371316654275851
7776,62,Action,Movie,Mobile,67.70550537819082,Evening,0,8.431413995027395
6864,46,Comedy,Series,Mobile,36.34299246037104,Morning,0,2.95
8526,17,Sci-Fi,Movie,Laptop,21.72573325051315,Morning,0,5.789149095255503
9901,61,Action,Movie,Smart TV,83.09062053152861,Night,0,5.821427769495937
6575,49,Romance,Movie,Tablet,24.867180946022884,Morning,0,5.8
6530,28,Comedy,Series,Mobile,14.164099771044329,Evening,0,3.18
5413,62,Sci-Fi,Movie,Laptop,40.452367581851234,Afternoon,0,3.3591078490904005
4748,45,Thriller,Movie,Laptop,84.54656044926688,Morning,0,9.86
1663,45,Drama,Series,Mobile,33.861473783167575,Evening,1,4.22
2998,31,Romance,Series,Smart TV,86.05313964909712,Evening,0,14.21
8994,38,Comedy,Series,Smart TV,-5.537107697245766,Evening,0,5.25
2495,37,Drama,Series,Mobile,90.06213243577831,Evening,0,11.91
4304,32,Thriller,Series,Laptop,59.28905970557485,Night,0,12.86
4763,64,Action,Movie,Mobile,2.2904516020942323,Evening,0,1.7108526767911698
6232,28,Action,Movie,Tablet,7.857435140299845,Evening,0,1.08
2853,64,Sci-Fi,Series,Tablet,207.63409858165465,Night,0,9.73278781861685
7585,29,Comedy,Series,Smart TV,34.97106964975087,Morning,0,6.85
2291,29,Comedy,Series,Tablet,8.982292950046869,Afternoon,0,3.69
4581,20,Sci-Fi,Series,Laptop,115.79945948753918,Night,0,13.58
8554,41,Drama,Movie,Tablet,3.502081378669488,Night,1,2.95
8280,29,Action,Movie,Mobile,38.38993087748583,Morning,0,3.04
2636,64,Action,Series,Laptop,20.725449291887728,Morning,0,4.095701431483237
4696,50,Comedy,Series,Smart TV,-31.2882419466587,Evening,0,0.15
1698,22,Comedy,Series,Smart TV,50.219456183626995,Morning,0,8.63
5737,29,Sci-Fi,Series,Tablet,16.317273334856985,Afternoon,0,3.06
1854,17,Thriller,Movie,Smart TV,61.39471430946024,Night,0,13.196136158479325
9164,61,Drama,Series,Mobile,76.43095421317894,Afternoon,0,5.868129197999453
6855,27,Romance,Series,Laptop,47.594647375150885,Evening,0,7.03
8392,55,Thriller,Movie,Mobile,45.402337751918616,Afternoon,0,5.264061707316829
7528,48,Thriller,Series,Mobile,64.6272274137572,Evening,0,5.18
6249,38,Comedy,Movie,Mobile,29.47530227493227,Afternoon,0,4.48
6172,54,Comedy,Series,Mobile,33.03638951907203,Night,0,3.785160252500332
2707,46,Comedy,Series,Laptop,80.78401481387738,Afternoon,0,12.86
6791,46,Thriller,Movie,Laptop,65.24021652916694,Morning,0,11.63
6535,44,Drama,Series,Mobile,48.71423332648889,Afternoon,0,9.15
5931,63,Comedy,Movie,Mobile,66.37238912500978,Night,0,6.654941259871294
4510,27,Action,Movie,Smart TV,49.61803451842506,Evening,0,8.1
1202,15,Drama,Movie,Smart TV,50.197486296884286,Afternoon,0,11.286215148854026
5218,48,Action,Series,Laptop,54.87355005819359,Afternoon,0,8.56
9958,29,Drama,Series,Smart TV,-9.594295429734512,Morning,1,2.35
5389,58,Comedy,Movie,Laptop,72.53403868208336,Evening,0,7.703703943886861
3327,28,Romance,Series,Laptop,55.59163621229019,Evening,0,9.09
9004,43,Sci-Fi,Series,Tablet,0.24705249920312156,Evening,0,4.79
3931,48,Comedy,Series,Laptop,85.27897175460473,Night,0,11.56
8777,32,Thriller,Movie,Smart TV,-29.794737988777037,Night,1,1.6
1197,21,Romance,Movie,Tablet,59.91062129396453,Morning,0,7.57
8125,43,Thriller,Series,Smart TV,38.443816911360656,Afternoon,0,7.48
2930,45,Drama,Movie,Laptop,37.03185772495007,Night,0,8.1
7287,39,Thriller,Series,Laptop,41.815984720379085,Evening,0,9.49
9800,52,Romance,Series,Mobile,80.01920810273305,Afternoon,0,6.210589249268882
5282,28,Romance,Series,Laptop,0.30315657818644404,Afternoon,0,0.2
3511,22,Comedy,Movie,Tablet,88.4729690018783,Afternoon,0,11.1
1659,41,Action,Movie,Laptop,32.940477691190665,Morning,0,5.37
3811,16,Comedy,Series,Mobile,83.72360939114881,Night,0,9.30754190342599
8098,31,Drama,Movie,Laptop,65.21650077601142,Night,0,8.29
7546,51,Thriller,Series,Laptop,46.795913674337264,Afternoon,0,5.290720166948033
2986,28,Action,Movie,Laptop,41.87437934743726,Morning,0,8.4
9338,39,Sci-Fi,Movie,Mobile,30.425106596392062,Morning,0,6.96
3911,44,Romance,Movie,Smart TV,73.21378474746061,Night,0,11.68
2734,43,Action,Series,Laptop,27.483111195645147,Night,0,3.98
2843,34,Action,Series,Tablet,149.14733571363337,Morning,0,4.38
9680,35,Comedy,Series,Mobile,2.9425685004174174,Evening,0,2.46
3976,36,Sci-Fi,Movie,Tablet,63.59647842291582,Morning,0,5.0
2959,49,Romance,Series,Laptop,9.782650562740447,Evening,0,4.95
6759,51,Drama,Series,Mobile,26.31398784768192,Night,0,2.9935993628371387
7694,30,Drama,Series,Laptop,87.13930170384967,Morning,0,12.46
3385,64,Action,Series,Tablet,27.72275233207015,Morning,0,3.549644263727046
5736,63,Action,Movie,Mobile,33.27359774899118,Morning,0,3.816828378586862
2802,57,Thriller,Movie,Smart TV,19.1862625648521,Morning,0,1.3539586475180596
9155,31,Sci-Fi,Series,Smart TV,20.99651349002893,Afternoon,0,4.7
9120,30,Romance,Movie,Smart TV,452.2845926573579,Afternoon,0,16.12
7616,16,Action,Movie,Laptop,-14.425320938031174,Night,0,0.9785383333969375
6534,18,Thriller,Movie,Mobile,58.77982515678188,Night,0,9.097721967440645
5061,35,Sci-Fi,Movie,Tablet,124.14498150727904,Morning,0,15.1
1262,53,Romance,Movie,Tablet,70.410545917651,Afternoon,0,10.286969176147014
7287,48,Drama,Series,Laptop,29.350515772443583,Night,0,6.2
9815,44,Thriller,Movie,Laptop,-6.017011737248989,Evening,1,3.42
3049,20,Sci-Fi,Series,Tablet,83.5319260328454,Afternoon,0,13.37
6423,31,Thriller,Series,Mobile,78.07328430365222,Afternoon,0,12.16
5548,53,Action,Series,Laptop,-2.9224524385042003,Afternoon,0,-0.1695371760567035
4108,39,Comedy,Movie,Mobile,39.704427038090685,Morning,0,7.63
8158,19,Drama,Movie,Tablet,-7.328375260076356,Evening,1,6.033865673086063
8400,19,Action,Movie,Mobile,-56.253035409681075,Morning,0,2.658563622437044
4170,34,Action,Movie,Smart TV,30.639359162942412,Night,0,3.29
3255,30,Sci-Fi,Series,Tablet,170.76406483829365,Evening,0,8.83
2154,55,Thriller,Series,Smart TV,70.08971891898517,Morning,0,8.323383411152438
5499,51,Drama,Series,Tablet,28.702753292655608,Afternoon,0,4.041449302268366
7295,54,Action,Movie,Smart TV,83.8199380926955,Evening,0,11.2101058983251
7197,23,Sci-Fi,Series,Mobile,75.88322682866401,Afternoon,0,9.1
2648,19,Drama,Series,Tablet,54.34346113716524,Night,0,6.786536388570406
6539,56,Thriller,Series,Tablet,41.427827664450916,Evening,0,3.945766114352585
5199,16,Action,Movie,Smart TV,61.75913801287801,Night,0,11.761111538693303
9445,23,Romance,Series,Mobile,42.823450648825,Night,0,7.16
3557,57,Action,Series,Tablet,17.003287800574476,Night,0,1.4601870961652537
6592,50,Action,Movie,Laptop,39.123227474312735,Evening,0,6.67
1098,36,Drama,Series,Smart TV,65.4402273274568,Night,0,7.24
3200,36,Drama,Movie,Tablet,76.9691582781373,Morning,0,10.47
3961,36,Drama,Series,Mobile,72.66428257898367,Morning,0,10.99
5973,48,Drama,Movie,Mobile,44.20467296220045,Night,0,10.31
5433,43,Sci-Fi,Movie,Mobile,88.29860994013046,Afternoon,0,9.71
3869,52,Comedy,Movie,Mobile,58.589113579648995,Night,0,6.61195051517632
1956,60,Sci-Fi,Series,Smart TV,18.254816153936858,Night,0,3.5227668172441273
9352,47,Action,Series,Tablet,87.09660460899497,Afternoon,0,10.12
6699,32,Sci-Fi,Movie,Smart TV,54.841197953954065,Evening,0,8.66
7944,21,Thriller,Movie,Smart TV,89.08639325516694,Evening,0,11.34
5493,15,Romance,Movie,Mobile,15.771597435509948,Night,0,3.6488202817866644
5911,47,Drama,Movie,Laptop,14.936601823346823,Morning,1,3.02
4987,15,Thriller,Movie,Mobile,25.990220871219158,Morning,0,7.545231687678184
7015,38,Romance,Movie,Laptop,56.41066936335061,Morning,0,9.92
2218,18,Thriller,Movie,Smart TV,97.40284160588232,Night,0,13.800753166948496
5496,18,Action,Movie,Mobile,26.142869753036578,Morning,0,6.282222639907367
5735,32,Drama,Movie,Mobile,64.949250629935,Morning,0,8.62
5555,41,Thriller,Movie,Smart TV,23.613657032531663,Evening,1,5.55
9050,57,Action,Movie,Mobile,106.24800570816794,Night,0,12.498590304101544
4446,46,Drama,Movie,Tablet,-11.333263532259673,Evening,1,3.7
2045,47,Comedy,Series,Laptop,63.68451524195618,Afternoon,0,6.93
7893,42,Action,Movie,Laptop,60.40610772270677,Evening,0,10.15
2693,56,Sci-Fi,Series,Laptop,71.44557867389203,Night,0,7.080521113709013
4436,55,Drama,Series,Mobile,2.6723102192472368,Morning,1,1.6655691756727031
9754,50,Thriller,Series,Tablet,27.196085537688262,Night,1,2.58
6895,20,Romance,Movie,Mobile,73.8413279825354,Evening,0,11.45
4354,30,Thriller,Series,Laptop,84.86653371845955,Night,0,11.32
1225,48,Sci-Fi,Movie,Mobile,76.24225861060468,Night,0,7.72
5893,37,Sci-Fi,Series,Laptop,82.40815283049596,Evening,0,10.87
8022,64,Thriller,Movie,Smart TV,-7.0004337127736385,Evening,1,-1.2733474851998752
6600,56,Romance,Movie,Laptop,1.5280800033313229,Afternoon,0,-1.2423031404675142
8996,38,Drama,Series,Smart TV,26.24974288550864,Afternoon,0,5.66
8683,63,Action,Series,Smart TV,16.020889318306725,Evening,0,2.7667076383276994
5642,27,Sci-Fi,Movie,Smart TV,17.77499997066742,Night,0,5.11
8679,32,Sci-Fi,Series,Laptop,47.890878889901934,Evening,0,7.24
9208,27,Sci-Fi,Movie,Tablet,70.9500348187355,Morning,0,11.26
8339,63,Romance,Movie,Laptop,48.72810945383652,Afternoon,0,4.741845574237474
3205,51,Comedy,Movie,Mobile,20.570141838474992,Morning,0,5.701401797080574
2069,57,Romance,Series,Mobile,61.61328652360119,Night,0,6.844970382284126
4444,53,Drama,Movie,Tablet,31.592301759969605,Morning,0,5.49715671762371
2060,56,Drama,Movie,Tablet,204.2875117746387,Evening,0,4.437822021935674
3327,31,Drama,Movie,Tablet,32.119505279949344,Evening,0,6.17
4420,29,Drama,Movie,Smart TV,44.44670595280401,Evening,0,8.43
1301,32,Drama,Series,Tablet,6.460688894026811,Morning,1,3.22
1606,37,Thriller,Series,Tablet,74.4660691116421,Morning,0,9.1
4170,44,Sci-Fi,Series,Tablet,45.85343103366913,Morning,0,5.79
1699,48,Romance,Series,Laptop,20.576624534597997,Evening,0,2.19
6088,18,Thriller,Movie,Mobile,60.926228173150996,Evening,0,8.42741355881396
1190,17,Romance,Movie,Mobile,21.544392434245893,Evening,0,7.340185822870096
1980,21,Comedy,Movie,Tablet,21.30868895268356,Morning,0,6.42
3975,32,Action,Movie,Mobile,14.171048387074789,Morning,0,2.42
7102,56,Sci-Fi,Movie,Laptop,-1.6684001415207401,Night,0,-0.2901651274510344
2184,21,Comedy,Movie,Mobile,45.28237026772784,Afternoon,0,6.51
4327,54,Thriller,Series,Smart TV,78.68437814090757,Evening,0,7.465634160154923
4394,20,Action,Movie,Laptop,16.441806006592348,Morning,0,7.28
9319,36,Comedy,Movie,Mobile,27.355772034557063,Afternoon,0,5.2
2816,15,Romance,Movie,Mobile,-1.7233344314971646,Morning,0,1.3777506008655767
6854,18,Action,Series,Laptop,-26.30778897641696,Morning,0,0.7578057404724459
7709,60,Romance,Movie,Mobile,65.63241044665284,Evening,0,9.49500868114605
1569,63,Comedy,Movie,Mobile,-35.314402971222464,Afternoon,0,-2.23790860425093
6442,64,Thriller,Movie,Tablet,20.427898140920263,Morning,1,1.0615300232379496
2895,57,Romance,Series,Smart TV,60.59673740251402,Afternoon,0,6.93747702331272
3733,43,Action,Movie,Laptop,59.20085261737526,Afternoon,0,7.58
4863,35,Comedy,Movie,Tablet,69.565441403371,Evening,0,7.86
8455,40,Romance,Series,Mobile,32.95890707023225,Afternoon,0,9.05
5014,28,Thriller,Movie,Laptop,43.18044201638441,Night,0,4.68
2686,23,Sci-Fi,Series,Laptop,25.6930444441846,Night,0,5.0
4009,61,Thriller,Movie,Smart TV,11.05422128970764,Evening,0,1.6568581711894776
8806,26,Thriller,Series,Smart TV,34.58788788154286,Evening,0,6.88
1154,56,Sci-Fi,Movie,Laptop,-15.334019832294242,Night,0,1.296999751545961
2409,20,Thriller,Movie,Smart TV,29.95461864191498,Evening,0,4.66
1784,34,Sci-Fi,Series,Smart TV,9.860589336559197,Afternoon,0,7.1
9096,38,Sci-Fi,Movie,Mobile,42.45957696232195,Morning,0,6.59
8560,41,Romance,Movie,Smart TV,33.57462935805407,Evening,0,4.17
8343,52,Romance,Series,Smart TV,278.6180128547436,Night,0,8.631431736284018
8206,22,Sci-Fi,Movie,Tablet,68.0976276230841,Morning,0,11.68
6596,15,Comedy,Series,Mobile,95.22125050979673,Afternoon,0,13.654700067141176
6801,63,Action,Movie,Mobile,-23.4141825861615,Morning,0,-0.6635262450674522
3806,63,Comedy,Series,Laptop,28.551176271992897,Night,0,2.2883936934754203
1537,38,Sci-Fi,Movie,Smart TV,90.27761211343679,Morning,0,9.53
6986,61,Action,Movie,Tablet,-4.512676532863054,Night,0,-2.1624560991740123
2841,21,Romance,Series,Tablet,-6.668410927267576,Evening,0,3.76
9716,33,Action,Movie,Mobile,27.11424893876613,Evening,0,3.1
7971,36,Sci-Fi,Series,Smart TV,450.28674070759433,Night,0,11.82
6625,49,Romance,Series,Tablet,6.745807488265621,Evening,0,3.72
3950,44,Action,Series,Laptop,62.293057266832825,Afternoon,0,10.11
8992,43,Action,Movie,Smart TV,50.3870262190713,Morning,0,7.25
5780,36,Comedy,Movie,Smart TV,21.73014443935635,Night,0,4.66
3368,25,Action,Movie,Smart TV,150.20143134162845,Night,0,13.32
7655,34,Sci-Fi,Series,Tablet,36.05951608257071,Night,0,5.58
9173,43,Drama,Series,Mobile,63.973721612264754,Afternoon,0,5.94
5495,55,Drama,Series,Mobile,69.33171370420908,Afternoon,0,6.668887378196964
7002,56,Drama,Movie,Laptop,52.89495322781992,Afternoon,0,4.772925228299945
7614,48,Sci-Fi,Series,Tablet,100.42421614590668,Night,0,14.64
6919,15,Drama,Movie,Smart TV,87.74257679033069,Afternoon,0,12.583393055420837
1853,45,Comedy,Movie,Laptop,11.826467565397849,Evening,0,6.39
5146,44,Sci-Fi,Movie,Laptop,107.6262159585595,Morning,0,12.99
4769,62,Romance,Movie,Mobile,37.60112010506813,Evening,0,2.4669590295829713
1574,32,Sci-Fi,Movie,Smart TV,65.75338338010117,Evening,0,9.49
2148,31,Sci-Fi,Movie,Smart TV,-14.654169442686626,Afternoon,0,3.84
7293,52,Action,Movie,Tablet,68.21156751399488,Night,0,9.066618136035453
7457,28,Action,Movie,Tablet,48.7964037430947,Evening,0,8.41
8509,37,Action,Series,Tablet,3.1890716740493197,Morning,0,3.23
5777,39,Thriller,Movie,Laptop,80.13085836589823,Afternoon,0,12.16
4854,29,Comedy,Movie,Smart TV,71.04711065385914,Evening,0,10.85
3491,60,Sci-Fi,Series,Mobile,100.63033415512947,Afternoon,0,11.830751916843937
4124,36,Sci-Fi,Series,Laptop,-19.82748205851388,Morning,0,1.3
6691,17,Action,Series,Laptop,75.77189419213381,Afternoon,0,11.96273421228517
4051,33,Sci-Fi,Series,Mobile,46.50817060836703,Night,0,7.09
1004,58,Romance,Movie,Mobile,125.70061679566557,Evening,0,9.899725044007297
6222,48,Sci-Fi,Series,Tablet,60.79388915275086,Evening,0,7.47
6315,49,Drama,Series,Mobile,52.031371881371754,Night,0,6.72
5869,64,Romance,Series,Mobile,54.38279559782988,Morning,0,5.980837642471516
1876,15,Romance,Series,Mobile,47.494478146973826,Morning,0,10.306335722408779
8027,35,Sci-Fi,Movie,Mobile,20.86781820623336,Afternoon,0,5.92
5142,43,Thriller,Series,Tablet,8.145463786143072,Evening,1,5.44
7966,20,Action,Series,Laptop,18.432020425150167,Morning,0,6.36
8079,51,Comedy,Series,Smart TV,83.02941772120221,Night,0,6.839777161091105
8987,15,Comedy,Series,Smart TV,2.1808317793052394,Night,0,2.650886561222733
7799,15,Drama,Movie,Laptop,80.82153820887319,Night,0,13.275604904384485
5465,41,Comedy,Series,Smart TV,39.28185204437611,Morning,0,6.59
1635,35,Comedy,Series,Smart TV,59.3946914670657,Night,0,8.03
2693,30,Action,Series,Laptop,232.3571309281512,Evening,0,9.47
5752,58,Action,Movie,Smart TV,81.71663648409047,Morning,0,8.833542781722679
9311,54,Thriller,Series,Smart TV,42.42883843709384,Morning,0,5.217325135517269
1830,40,Drama,Series,Laptop,42.27520426753621,Evening,0,8.71
